Protein_Group	Genes	Protein_Names	HEK293T_WT_Avg_Peptide_Count	HEK293T_KI_Avg_Peptide_Count	U2OS_WT_Avg_Peptide_Count	U2OS_KI_Avg_Peptide_Count	Species	Intensity_HEK293T_WT_BR1_TR1	Intensity_HEK293T_KI_BR1_TR1	Intensity_U2OS_WT_BR1_TR1	Intensity_U2OS_KI_BR1_TR1
O00165	HAX1	HAX1_HUMAN	6.0	6.0	4.0	5.0	HUMAN	638084.06	670118.4	164821.73	235343.9
O00170	AIP	AIP_HUMAN	4.0	3.0	4.0	3.0	HUMAN	651013.6	409206.4	465715.34	867669.0
O00175	CCL24	CCL24_HUMAN	0.0	0.0	2.0	2.0	HUMAN			207513.2	404841.56
O00178	GTPBP1	GTPB1_HUMAN	7.0	7.0	8.0	5.0	HUMAN	267635.53	248509.22	187533.08	133357.47
O00186	STXBP3	STXB3_HUMAN	16.0	14.0	14.0	11.0	HUMAN	391482.53	385526.16	303490.06	300499.22
O00189	AP4M1	AP4M1_HUMAN	2.0	0.0	2.0	2.0	HUMAN	71086.086		65349.523	43487.47
O00192	ARVCF	ARVC_HUMAN	0.0	3.0	18.0	16.0	HUMAN		53045.777	428060.2	347522.2
O00193	SMAP	SMAP_HUMAN	6.0	6.0	6.0	6.0	HUMAN	1036894.75	895121.56	1233674.2	1334765.1
O00203	AP3B1	AP3B1_HUMAN	40.0	40.0	40.0	40.0	HUMAN	3170401.5	2871215.2	2295630.8	2122299.8
O00204	SULT2B1	ST2B1_HUMAN	0.0	3.0	0.0	0.0	HUMAN		30306.002		
O00213	APBB1	APBB1_HUMAN	2.0	2.0	0.0	0.0	HUMAN	129940.71	187442.6		
O00214	LGALS8	LEG8_HUMAN	0.0	0.0	13.0	14.0	HUMAN			983123.3	3895466.2
O00217	NDUFS8	NDUS8_HUMAN	7.0	6.0	6.0	6.0	HUMAN	1738731.1	1824664.0	1605335.6	1508178.9
O00231	PSMD11	PSD11_HUMAN	35.0	34.0	34.0	33.0	HUMAN	5148731.5	5061403.0	5064043.5	5447131.5
O00232	PSMD12	PSD12_HUMAN	29.0	27.0	28.0	28.0	HUMAN	4071219.8	4402520.5	3785173.2	3835157.2
O00233	PSMD9	PSMD9_HUMAN	5.0	5.0	4.0	4.0	HUMAN	213462.1	264150.1	275583.94	363457.34
O00244	ATOX1	ATOX1_HUMAN	2.0	2.0	2.0	2.0	HUMAN	1715484.6	1515477.5	2321071.0	1876181.2
O00255	MEN1	MEN1_HUMAN	6.0	7.0	8.0	7.0	HUMAN	332811.56	380350.6	459630.62	496304.3
O00257	CBX4	CBX4_HUMAN	14.0	13.0	13.0	10.0	HUMAN	394612.16	389434.03	404249.78	300379.8
O00258	GET1	GET1_HUMAN	5.0	4.0	2.0	3.0	HUMAN	683048.06	771984.3	410537.38	201058.64
O00264	PGRMC1	PGRC1_HUMAN	8.0	7.0	8.0	8.0	HUMAN	5340679.5	6263658.5	2782640.8	2993514.0
O00267	SUPT5H	SPT5H_HUMAN	41.0	40.0	39.0	38.0	HUMAN	1107501.5	1170797.2	1340839.8	1389573.0
O00268	TAF4	TAF4_HUMAN	26.0	25.0	27.0	24.0	HUMAN	1980277.2	1932863.2	1297761.5	1866418.0
O00273	DFFA	DFFA_HUMAN	5.0	5.0	4.0	0.0	HUMAN	407265.16	431036.34	131417.25	
O00287	RFXAP	RFXAP_HUMAN	4.0	4.0	3.0	4.0	HUMAN	327040.12	360760.56	322757.7	222270.7
O00291	HIP1	HIP1_HUMAN	4.0	4.0	4.0	2.0	HUMAN	158577.88	151503.86	95257.98	235324.58
O00299	CLIC1	CLIC1_HUMAN	5.0	7.0	7.0	7.0	HUMAN	772932.56	965960.94	2394410.0	2277866.5
O00303	EIF3F	EIF3F_HUMAN	18.0	18.0	18.0	18.0	HUMAN	7904957.5	7901342.0	9605778.0	9374247.0
O00308	WWP2	WWP2_HUMAN	12.0	12.0	15.0	18.0	HUMAN	394247.97	446713.66	513553.9	1210559.0
O00311	CDC7	CDC7_HUMAN	11.0	12.0	7.0	11.0	HUMAN	655867.94	861126.25	358263.44	318623.72
O00327	ARNTL	BMAL1_HUMAN	0.0	0.0	2.0	0.0	HUMAN			72278.19	
O00330	PDHX	ODPX_HUMAN	5.0	4.0	5.0	5.0	HUMAN	137587.81	134983.0	112155.766	109469.67
O00391	QSOX1	QSOX1_HUMAN	3.0	3.0	10.0	6.0	HUMAN	81354.82	53242.043	265004.22	170229.25
O00399	DCTN6	DCTN6_HUMAN	3.0	2.0	4.0	4.0	HUMAN	312994.1	229902.48	419333.12	1049240.0
O00400	SLC33A1	ACATN_HUMAN	6.0	7.0	2.0	2.0	HUMAN	198153.69	134170.27	163341.78	82290.1
O00401	WASL	WASL_HUMAN	8.0	8.0	8.0	8.0	HUMAN	849081.44	676359.4	1156782.6	793996.25
O00408	PDE2A	PDE2A_HUMAN	0.0	0.0	2.0	0.0	HUMAN			57769.39	
O00410	IPO5	IPO5_HUMAN	42.0	38.0	32.0	33.0	HUMAN	7934232.5	8488718.0	2517875.2	2676752.8
O00411	POLRMT	RPOM_HUMAN	6.0	7.0	6.0	6.0	HUMAN	174202.73	382642.6	197997.42	228243.38
O00422	SAP18	SAP18_HUMAN	12.0	11.0	12.0	13.0	HUMAN	7436277.5	6517142.0	7752930.5	6836622.0
O00423	EML1	EMAL1_HUMAN	3.0	3.0	0.0	2.0	HUMAN	184691.48	315424.3		93465.25
O00425	IGF2BP3	IF2B3_HUMAN	14.0	15.0	0.0	0.0	HUMAN	1045962.0	1808591.6		
O00429	DNM1L	DNM1L_HUMAN	19.0	21.0	20.0	20.0	HUMAN	530726.2	645882.3	725005.9	737390.2
O00442	RTCA	RTCA_HUMAN	9.0	9.0	8.0	6.0	HUMAN	532827.3	602157.6	272548.3	316069.16
O00443	PIK3C2A	P3C2A_HUMAN	13.0	13.0	22.0	24.0	HUMAN	397053.53	495222.66	811194.2	1200618.1
O00458	IFRD1	IFRD1_HUMAN	15.0	13.0	17.0	15.0	HUMAN	415699.03	298414.75	866552.5	681380.56
O00459	PIK3R2	P85B_HUMAN	5.0	4.0	3.0	4.0	HUMAN	58564.387	62521.945	28819.56	24652.111
O00461	GOLIM4	GOLI4_HUMAN	19.0	15.0	20.0	19.0	HUMAN	825338.5	743045.44	1212985.4	1347405.2
O00468	AGRN	AGRIN_HUMAN	0.0	2.0	4.0	2.0	HUMAN		20609.674	66502.32	38335.594
O00469	PLOD2	PLOD2_HUMAN	14.0	8.0	17.0	15.0	HUMAN	223426.84	196247.86	317454.0	325942.4
O00471	EXOC5	EXOC5_HUMAN	14.0	17.0	17.0	16.0	HUMAN	881894.2	916839.9	1029569.3	864847.3
O00479	HMGN4	HMGN4_HUMAN	2.0	2.0	3.0	3.0	HUMAN	1148290.0	696755.56	2617870.2	1873683.4
O00483	NDUFA4	NDUA4_HUMAN	4.0	4.0	4.0	4.0	HUMAN	678597.56	962524.56	534793.7	921042.25
O00487	PSMD14	PSDE_HUMAN	8.0	8.0	7.0	8.0	HUMAN	4101421.8	4303513.0	3715501.2	4276405.5
O00488	ZNF593	ZN593_HUMAN	7.0	7.0	6.0	7.0	HUMAN	6048252.5	4596897.5	4890989.5	5022917.5
O00499	BIN1	BIN1_HUMAN	4.0	2.0	5.0	4.0	HUMAN	271439.2	298834.22	621365.4	591986.25
O00505	KPNA3	IMA4_HUMAN	7.0	6.0	8.0	6.0	HUMAN	1205077.6	1621185.5	1509194.9	1255503.4
O00522	KRIT1	KRIT1_HUMAN	4.0	0.0	4.0	2.0	HUMAN	68138.305		139576.47	65542.53
O00541	PES1	PESC_HUMAN	13.0	11.0	12.0	13.0	HUMAN	953570.4	1235058.4	2606414.5	2014342.1
O00560	SDCBP	SDCB1_HUMAN	6.0	5.0	6.0	5.0	HUMAN	380652.16	537739.9	347251.53	535673.2
O00566	MPHOSPH10	MPP10_HUMAN	8.0	11.0	13.0	14.0	HUMAN	746649.6	906034.0	2208402.8	1380743.1
O00567	NOP56	NOP56_HUMAN	22.0	19.0	26.0	22.0	HUMAN	2337658.5	2667997.2	2680641.0	1845485.2
O00571	DDX3X	DDX3X_HUMAN	69.0	68.0	70.0	66.0	HUMAN	165301570.0	136133180.0	189586660.0	185867070.0
O00592	PODXL	PODXL_HUMAN	0.0	3.0	5.0	4.0	HUMAN		711054.75	2241268.5	2604142.0
O00622	CCN1	CCN1_HUMAN	0.0	0.0	13.0	13.0	HUMAN			639115.1	693230.3
O00623	PEX12	PEX12_HUMAN	2.0	2.0	2.0	2.0	HUMAN	317759.62	421667.78	309436.6	258767.52
O00625	PIR	PIR_HUMAN	4.0	4.0	0.0	2.0	HUMAN	128463.13	140866.08		69073.72
O00629	KPNA4	IMA3_HUMAN	11.0	10.0	12.0	10.0	HUMAN	1138349.1	907181.9	1689549.9	1330196.9
O00712	NFIB	NFIB_HUMAN	3.0	2.0	4.0	4.0	HUMAN	63146.48	36739.38	171557.78	355203.47
O00716	E2F3	E2F3_HUMAN	2.0	2.0	2.0	0.0	HUMAN	112460.35	87751.38	56871.03	
O00743	PPP6C	PPP6_HUMAN	8.0	7.0	7.0	6.0	HUMAN	800824.7	874217.2	679486.3	1247303.4
O00746	NME4	NDKM_HUMAN	8.0	8.0	9.0	8.0	HUMAN	1287191.6	1364170.6	520396.62	319809.22
O00754	MAN2B1	MA2B1_HUMAN	2.0	2.0	2.0	0.0	HUMAN	69583.67	101656.62	52390.387	
O00762	UBE2C	UBE2C_HUMAN	3.0	5.0	3.0	4.0	HUMAN	390215.97	285522.7	135992.64	370666.25
O00764	PDXK	PDXK_HUMAN	3.0	3.0	3.0	4.0	HUMAN	496224.72	472399.16	586485.1	666269.56
O00767	SCD	SCD_HUMAN	4.0	4.0	4.0	4.0	HUMAN	3962377.2	3794577.5	4153901.5	4902607.0
O14497	ARID1A	ARI1A_HUMAN	14.0	13.0	18.0	16.0	HUMAN	203425.84	194489.53	340558.03	337203.16
O14523	C2CD2L	C2C2L_HUMAN	2.0	0.0	0.0	0.0	HUMAN	49734.992			
O14530	TXNDC9	TXND9_HUMAN	10.0	10.0	11.0	10.0	HUMAN	1257297.0	1095670.8	1201711.0	1250148.2
O14531	DPYSL4	DPYL4_HUMAN	11.0	8.0	12.0	11.0	HUMAN	156424.92	202725.95	387596.25	343130.1
O14544	SOCS6	SOCS6_HUMAN	3.0	0.0	4.0	3.0	HUMAN	12143.972		17881.104	20910.22
O14545	TRAFD1	TRAD1_HUMAN	6.0	5.0	3.0	4.0	HUMAN	357613.03	289137.28	142152.47	227292.16
O14561	NDUFAB1	ACPM_HUMAN	2.0	2.0	2.0	2.0	HUMAN	1512230.4	1737522.0	1266547.5	1183592.9
O14562	UBFD1	UBFD1_HUMAN	3.0	3.0	3.0	3.0	HUMAN	702874.94	360591.84	405002.28	409860.9
O14578	CIT	CTRO_HUMAN	30.0	24.0	67.0	69.0	HUMAN	255047.36	283026.4	697169.3	1116637.4
O14579	COPE	COPE_HUMAN	14.0	14.0	15.0	14.0	HUMAN	1061595.6	1118083.9	1231772.8	1221956.6
O14613	CDC42EP2	BORG1_HUMAN	2.0	0.0	3.0	3.0	HUMAN	36837.977		191025.02	146831.8
O14617	AP3D1	AP3D1_HUMAN	28.0	25.0	27.0	24.0	HUMAN	1507518.0	1431216.5	1363875.9	1020491.06
O14618	CCS	CCS_HUMAN	2.0	0.0	2.0	2.0	HUMAN	24604.219		28793.611	29947.328
O14639	ABLIM1	ABLM1_HUMAN	22.0	17.0	46.0	53.0	HUMAN	1789790.1	1509024.5	23973304.0	86355400.0
O14640;P54792	DVL1P1	DVL1_HUMAN;DVLP1_HUMAN	2.0	2.0	2.0	0.0	HUMAN	74580.6	135117.9	33953.47	
O14641	DVL2	DVL2_HUMAN	12.0	8.0	11.0	9.0	HUMAN	502444.28	632712.94	580427.6	493475.16
O14646	CHD1	CHD1_HUMAN	25.0	24.0	27.0	27.0	HUMAN	1226072.9	1075840.8	1180327.4	984323.5
O14653	GOSR2	GOSR2_HUMAN	2.0	2.0	3.0	3.0	HUMAN	632503.75	512391.8	1082124.0	940634.7
O14654	IRS4	IRS4_HUMAN	28.0	27.0	0.0	0.0	HUMAN	2669787.2	2594010.2		
O14656	TOR1A	TOR1A_HUMAN	0.0	0.0	3.0	3.0	HUMAN			59730.12	123589.695
O14662	STX16	STX16_HUMAN	0.0	2.0	2.0	2.0	HUMAN		84207.01	88928.42	237595.28
O14672	ADAM10	ADA10_HUMAN	6.0	3.0	11.0	9.0	HUMAN	206884.7	250078.45	654857.9	644401.56
O14678	ABCD4	ABCD4_HUMAN	0.0	2.0	2.0	0.0	HUMAN		32447.566	60895.082	
O14681	EI24	EI24_HUMAN	4.0	4.0	4.0	3.0	HUMAN	1532542.4	1671425.1	955792.94	1267212.0
O14683	TP53I11	P5I11_HUMAN	4.0	3.0	4.0	4.0	HUMAN	350465.84	297546.1	843841.06	1075285.0
O14686	KMT2D	KMT2D_HUMAN	3.0	0.0	2.0	2.0	HUMAN	102827.21		149345.78	103684.28
O14730	RIOK3	RIOK3_HUMAN	8.0	9.0	8.0	6.0	HUMAN	1013104.56	1335991.0	421449.8	538037.5
O14732	IMPA2	IMPA2_HUMAN	0.0	3.0	2.0	0.0	HUMAN		305633.6	94230.04	
O14733	MAP2K7	MP2K7_HUMAN	17.0	16.0	17.0	17.0	HUMAN	2171976.5	1910418.4	1611846.6	1293840.8
O14734	ACOT8	ACOT8_HUMAN	4.0	5.0	3.0	4.0	HUMAN	261124.19	353056.3	169293.08	186789.69
O14735	CDIPT	CDIPT_HUMAN	3.0	4.0	3.0	2.0	HUMAN	992953.06	1141026.8	303453.25	438396.0
O14737	PDCD5	PDCD5_HUMAN	9.0	9.0	9.0	9.0	HUMAN	4178117.2	3854648.5	1861842.2	2231322.8
O14744	PRMT5	ANM5_HUMAN	44.0	44.0	44.0	40.0	HUMAN	200124350.0	202241120.0	135619100.0	98347544.0
O14745	SLC9A3R1	NHRF1_HUMAN	7.0	6.0	8.0	8.0	HUMAN	521413.2	500351.84	686131.5	576297.8
O14757	CHEK1	CHK1_HUMAN	15.0	15.0	15.0	13.0	HUMAN	608817.44	594931.94	409907.06	374500.47
O14773	TPP1	TPP1_HUMAN	2.0	2.0	2.0	2.0	HUMAN	137270.78	328082.47	395247.53	371329.34
O14776	TCERG1	TCRG1_HUMAN	45.0	49.0	47.0	46.0	HUMAN	7290805.5	6681426.5	8571810.0	7523804.0
O14777	NDC80	NDC80_HUMAN	26.0	22.0	27.0	28.0	HUMAN	897156.1	715471.2	1982176.0	1943967.6
O14787	TNPO2	TNPO2_HUMAN	3.0	3.0	3.0	2.0	HUMAN	167064.75	135662.02	67898.914	64533.77
O14802	POLR3A	RPC1_HUMAN	19.0	23.0	18.0	14.0	HUMAN	2783639.2	3432400.8	1495722.8	1979255.4
O14807	MRAS	RASM_HUMAN	2.0	0.0	2.0	0.0	HUMAN	36522.344		166687.67	
O14818	PSMA7	PSA7_HUMAN	14.0	14.0	14.0	14.0	HUMAN	11620974.0	11726141.0	10851496.0	10397286.0
O14828	SCAMP3	SCAM3_HUMAN	13.0	13.0	11.0	9.0	HUMAN	1413969.8	1233686.4	1005230.8	921081.44
O14832	PHYH	PAHX_HUMAN	0.0	2.0	2.0	0.0	HUMAN		31273.61	29070.877	
O14874	BCKDK	BCKD_HUMAN	7.0	7.0	7.0	6.0	HUMAN	1598256.6	1375067.0	797988.9	430128.22
O14880	MGST3	MGST3_HUMAN	2.0	2.0	2.0	2.0	HUMAN	215588.67	278561.06	371162.75	482354.38
O14893	GEMIN2	GEMI2_HUMAN	3.0	2.0	2.0	2.0	HUMAN	453145.6	730500.56	268592.28	264138.1
O14908	GIPC1	GIPC1_HUMAN	12.0	12.0	11.0	12.0	HUMAN	959832.0	1138446.0	1706789.1	2116148.2
O14910	LIN7A	LIN7A_HUMAN	3.0	3.0	3.0	5.0	HUMAN	512724.1	589305.0	538572.56	856439.1
O14920	IKBKB	IKKB_HUMAN	5.0	4.0	4.0	3.0	HUMAN	198043.25	239073.22	149022.94	96069.46
O14924	RGS12	RGS12_HUMAN	2.0	2.0	5.0	5.0	HUMAN	143522.86	196945.16	362333.16	318573.9
O14925	TIMM23	TIM23_HUMAN	6.0	6.0	6.0	5.0	HUMAN	2031336.9	2208716.2	939695.7	1196859.0
O14929	HAT1	HAT1_HUMAN	7.0	8.0	8.0	6.0	HUMAN	1269957.9	1144931.8	1145587.9	838828.3
O14936	CASK	CSKP_HUMAN	10.0	9.0	9.0	14.0	HUMAN	269658.72	236109.42	345495.12	395843.8
O14939	PLD2	PLD2_HUMAN	2.0	3.0	6.0	6.0	HUMAN	163988.69	112895.96	215658.89	286138.25
O14949	UQCRQ	QCR8_HUMAN	5.0	6.0	7.0	6.0	HUMAN	1090155.8	1156639.2	1709728.2	1537477.4
O14950;P19105	MYL12A	ML12A_HUMAN;ML12B_HUMAN	0.0	0.0	6.0	6.0	HUMAN			74365310.0	195205000.0
O14964	HGS	HGS_HUMAN	12.0	11.0	16.0	16.0	HUMAN	541400.1	554528.9	726399.5	875791.7
O14965	AURKA	AURKA_HUMAN	18.0	18.0	18.0	19.0	HUMAN	5025162.0	3740759.0	6003890.0	8646979.0
O14972	VPS26C	VP26C_HUMAN	3.0	2.0	3.0	0.0	HUMAN	112095.96	105631.984	91894.086	
O14974	PPP1R12A	MYPT1_HUMAN	40.0	34.0	51.0	54.0	HUMAN	1223502.2	1028609.3	4092743.0	25376240.0
O14976	GAK	GAK_HUMAN	8.0	8.0	7.0	7.0	HUMAN	423681.75	487986.78	159661.58	225225.72
O14979	HNRNPDL	HNRDL_HUMAN	12.0	12.0	12.0	12.0	HUMAN	17469272.0	16006000.0	25762782.0	20719162.0
O14980	XPO1	XPO1_HUMAN	50.0	54.0	53.0	50.0	HUMAN	4812454.5	5489963.5	5118862.0	5538349.0
O14981	BTAF1	BTAF1_HUMAN	16.0	16.0	20.0	19.0	HUMAN	357762.44	495296.78	357511.8	379337.25
O15013	ARHGEF10	ARHGA_HUMAN	7.0	5.0	13.0	11.0	HUMAN	135320.17	124499.86	380940.28	315885.03
O15014	ZNF609	ZN609_HUMAN	7.0	4.0	8.0	7.0	HUMAN	402746.53	247301.39	622680.9	770198.7
O15018	PDZD2	PDZD2_HUMAN	0.0	0.0	0.0	5.0	HUMAN				2458563.8
O15020	SPTBN2	SPTN2_HUMAN	40.0	36.0	54.0	83.0	HUMAN	1998529.0	1892260.6	1373169.5	5571732.0
O15027	SEC16A	SC16A_HUMAN	17.0	18.0	18.0	21.0	HUMAN	235603.23	295528.47	246674.31	621856.6
O15031	PLXNB2	PLXB2_HUMAN	11.0	9.0	22.0	21.0	HUMAN	225682.94	189599.08	693341.5	562142.0
O15037	KHNYN	KHNYN_HUMAN	10.0	7.0	11.0	10.0	HUMAN	143485.48	119592.99	224809.73	192650.56
O15041	SEMA3E	SEM3E_HUMAN	0.0	0.0	0.0	2.0	HUMAN				84593.65
O15042	U2SURP	SR140_HUMAN	37.0	36.0	35.0	34.0	HUMAN	9596750.0	11924330.0	7351338.5	6711300.0
O15047	SETD1A	SET1A_HUMAN	12.0	12.0	11.0	5.0	HUMAN	491212.22	495839.66	362191.28	272158.28
O15056	SYNJ2	SYNJ2_HUMAN	3.0	2.0	10.0	8.0	HUMAN	150644.02	152647.34	134349.45	158116.36
O15062	ZBTB5	ZBTB5_HUMAN	3.0	2.0	3.0	3.0	HUMAN	224614.23	250053.56	392151.22	510568.4
O15066	KIF3B	KIF3B_HUMAN	9.0	6.0	13.0	11.0	HUMAN	350248.16	198747.56	894477.6	561836.4
O15067	PFAS	PUR4_HUMAN	29.0	41.0	17.0	31.0	HUMAN	855439.1	5023953.0	279611.56	1203124.9
O15075	DCLK1	DCLK1_HUMAN	5.0	5.0	4.0	3.0	HUMAN	557592.0	537813.6	482446.0	431284.66
O15083	ERC2	ERC2_HUMAN	2.0	2.0	0.0	3.0	HUMAN	134980.03	114210.8		422075.88
O15084	ANKRD28	ANR28_HUMAN	14.0	14.0	15.0	15.0	HUMAN	249386.39	254827.95	288629.2	592421.9
O15085	ARHGEF11	ARHGB_HUMAN	4.0	2.0	5.0	7.0	HUMAN	342635.4	402373.53	302294.97	1260426.6
O15091	PRORP	MRPP3_HUMAN	11.0	10.0	12.0	10.0	HUMAN	667654.5	541032.3	402215.6	381066.88
O15111	CHUK	IKKA_HUMAN	11.0	12.0	11.0	9.0	HUMAN	373031.38	465153.6	194194.02	201942.0
O15116	LSM1	LSM1_HUMAN	5.0	5.0	5.0	5.0	HUMAN	661391.2	577525.6	966295.1	1062235.0
O15118	NPC1	NPC1_HUMAN	4.0	5.0	5.0	4.0	HUMAN	629148.2	681558.3	487325.4	370073.22
O15119	TBX3	TBX3_HUMAN	2.0	3.0	0.0	0.0	HUMAN	255694.47	372632.22		
O15120	AGPAT2	PLCB_HUMAN	3.0	3.0	3.0	3.0	HUMAN	377029.1	572949.2	590793.9	481099.62
