Protein_Group	Genes	WM793_vs_HIM-ST_logFC	WM793_vs_HIM-ST_pval	Removed?	Contaminant?
Q96HW7	INTS4	-4.98999442653647	9.65300687544353e-05	No	No
Q96HY7	DHTKD1	-4.57824186731794	2.04302833409123e-06	No	No
Q96I51	RCC1L	-4.73271483569387	3.4704355632233004e-10	No	No
Q96I59	NARS2	-6.05581231839175	1.03352087661992e-16	No	No
Q96I99	SUCLG2	-5.12565882095269	1.55075070898084e-16	No	No
Q96IR7	HPDL	-3.9482747799546	7.99488994554827e-10	No	No
Q96J87	CELF6	-3.47725713817666	3.65447458887977e-12	No	No
Q96JE9	MAP6	-4.83372303847453	1.0333634169787401e-24	No	No
Q96JK2	DCAF5	-2.99908236463689	2.21814000880976e-06	No	No
Q96JP5	ZFP91	-5.77492743850203	0.005347797511115	No	No
Q96KR1	ZFR	-2.79864215055224	5.51101582836713e-05	No	No
Q96KR6	FAM210B	-3.15191926859917	3.82505302869404e-11	No	No
Q96KS9	FAM167A	-2.16117705803857	0.0098386129476382	No	No
Q96L08	SUSD3	-6.42179530949645	1.0388744723153702e-09	No	No
Q96LJ7	DHRS1	-2.82489837988057	2.02186442066415e-06	No	No
Q96LR2	LURAP1	-2.57563820142863	3.15275015242333e-09	No	No
Q96LR9	APOLD1	-8.25511932078093	1.0289313956738802e-15	No	No
Q96LW7	CARD19	-2.11906243965563	0.0012962672429723	No	No
Q96ME7	ZNF512	-9.75598684376345	1.00918711309729e-11	No	No
Q96MF6	COQ10A	-8.80807484995741	5.70781763560458e-12	No	No
Q96MG7	NSMCE3	-2.02549391631193	0.0015684439789699	No	No
Q96MU7	YTHDC1	-2.29708704918766	0.0047098366432492	No	No
Q96MZ0	GDAP1L1	-7.18034058675892	1.38326018236807e-24	No	No
Q96N03	VSTM2L	-6.00326922572094	2.29162801939137e-09	No	No
Q96NZ8	WFIKKN1	-2.5336704693051	2.50303000356345e-19	No	No
Q96PB1	CASD1	-2.98416697413216	1.2029142444497799e-11	No	No
Q96PM5	RCHY1	-2.04313433780938	0.006103531569526	No	No
Q96PQ0	SORCS2	-4.04820623179173	6.13016932431219e-08	No	No
Q96QC0	PPP1R10	-2.63189684663303	0.0012838619843696	No	No
Q96QD9	FYTTD1	-3.94554274989654	8.17347609553891e-13	No	No
Q96QE2	SLC2A13	-3.06467017868971	6.0687605874039205e-09	No	No
Q96QF0	RAB3IP	-1.95714970205447	0.0077585305637895	No	No
Q96QI5	HS3ST6	-2.15916796403899	0.0001416288632023	No	No
Q96QP1	ALPK1	-3.73885455976571	2.06234432678851e-06	No	No
Q96QV1	HHIP	-3.67669684213836	0.0006054361213987	No	No
Q96R72	OR4K3	-2.65291333294124	1.24498469695168e-06	No	No
Q96RK4	BBS4	-4.49767776330929	6.03252987374378e-11	No	No
Q96RP7	GAL3ST4	-2.40215766442988	1.35796741854257e-05	No	No
Q96RP9	GFM1	-2.38982790226986	1.17922048341246e-08	No	No
Q96RQ3	MCCC1	-4.32535668301513	7.18557336904489e-11	No	No
Q96S44	TP53RK	-2.26841532540546	4.64504462680996e-13	No	No
Q96T23	RSF1	-4.15910971865934	3.0747434156035896e-11	No	No
Q96T37	RBM15	-2.63450697869361	0.0022148419663576	No	No
Q96T49	PPP1R16B	-3.39207661385471	1.07385056464457e-06	No	No
Q99424	ACOX2	-4.55244449716876	7.248489602716609e-16	No	No
Q99523	SORT1	-4.08488195529112	4.50991204638724e-24	No	No
Q99536	VAT1	-4.32169714174256	5.4982903548468e-26	No	No
Q99542	MMP19	-2.7690737175285	1.21841781005109e-05	No	No
Q99571	P2RX4	-3.79014174226754	5.6292534093259e-17	No	No
Q99572	P2RX7	-7.15002646327232	9.55578768552407e-14	No	No
Q99574	SERPINI1	-6.41233348320005	6.41774025120088e-25	No	No
Q99689	FEZ1	-5.84142732631075	5.30048267544506e-13	No	No
Q99697	PITX2	-2.06415287330555	0.0020372100510949	No	No
Q99698	LYST	-2.52382129461515	2.42365071406267e-06	No	No
Q99714	HSD17B10	-2.22228803240087	1.29993662756511e-08	No	No
Q99758	ABCA3	-2.57833782800715	2.44970814281304e-05	No	No
Q99784	OLFM1	-2.19798816554155	4.7244618820557e-07	No	No
Q99788	CMKLR1	-2.92573051745611	2.48150598744466e-09	No	No
Q99797	MIPEP	-2.29912511702553	0.0010178082503936	No	No
Q99798	ACO2	-3.5416172692984	6.53964457123548e-11	No	No
Q99873	PRMT1	-1.97219533419546	5.7260587644819606e-15	No	No
Q99941	ATF6B	-3.71888368318468	0.0001865565303277	No	No
Q99944	EGFL8	-4.4637800258587	1.00175339407362e-09	No	No
Q99946	PRRT1	-2.13481014184186	2.7567490127261e-09	No	No
Q99973	TEP1	-3.07943704618101	7.686459015630019e-11	No	No
Q99985	SEMA3C	-2.89955883742537	4.47033841451666e-10	No	No
Q99988	GDF15	-9.48840076032743	8.81748347251758e-16	No	No
Q9BPU6	DPYSL5	-8.23620876122371	5.11757685491519e-16	No	No
Q9BPW8	NIPSNAP1	-3.71354299710045	2.30096598549112e-10	No	No
Q9BPX6	MICU1	-2.21627620772026	1.97417086896053e-05	No	No
Q9BQ04	RBM4B	-3.33969929075351	1.63287554367163e-07	No	No
Q9BQ39	DDX50	-2.18866957031541	5.64614497642811e-07	No	No
Q9BQ69	MACROD1	-1.85985128633509	8.7548316548739e-08	No	No
Q9BQ70	TCF25	-2.78822906576409	1.26966127479438e-07	No	No
Q9BQ87	TBL1Y	-3.30820405597666	2.6607309515652702e-09	No	No
Q9BQG2	NUDT12	-4.00836011281416	3.58598154814556e-11	No	No
Q9BQI0	AIF1L	-7.85209690292525	7.29900145855791e-08	No	No
Q9BQI5	SGIP1	-4.0685273941993	1.32242839855204e-15	No	No
Q9BQK8	LPIN3	-1.85775762509486	5.78542561254459e-05	No	No
Q9BQP7	MGME1	-2.3650694848197	2.60320054773407e-08	No	No
Q9BR01	SULT4A1	-9.0799892506881	5.3342478676347294e-30	No	No
Q9BRD0	BUD13	-5.09347697222124	3.19169995654096e-11	No	No
Q9BRJ2	MRPL45	-3.89029416026072	6.91666384219329e-05	No	No
Q9BRL6	SRSF8	-2.51784715200756	1.23643673424898e-12	No	No
Q9BRQ6	CHCHD6	-3.42581326555662	2.99244950322373e-07	No	No
Q9BS40	LXN	-4.65259073999385	5.11299545930446e-16	No	No
Q9BSA4	TTYH2	-2.21809591657074	3.5348355334656e-15	No	No
Q9BSF0	C2orf88	-2.76764533988014	8.79889397034556e-16	No	No
Q9BSH4	TACO1	-2.69961427986359	1.72902714281751e-05	No	No
Q9BSH5	HDHD3	-6.18469064555992	2.72470702943618e-14	No	No
Q9BSV6	TSEN34	-3.51218581517032	0.0003290711059701	No	No
Q9BSW2	CRACR2A	-4.8196511351433	1.78414340060518e-09	No	No
Q9BSW7	SYT17	-6.75223989741095	6.3483069369474e-24	No	No
Q9BTA9	WAC	-3.79102103910036	1.53293845817486e-05	No	No
Q9BTC8	MTA3	-3.36750077776711	5.23662495050026e-07	No	No
Q9BTD8	RBM42	-2.74256946692957	2.53636115484474e-06	No	No
Q9BTZ2	DHRS4	-1.88899191452094	8.71523183856004e-05	No	No
Q9BUB7	TMEM70	-3.96455667264171	7.02686949375961e-20	No	No
Q9BUD6	SPON2	-2.66179712546059	2.38463568803469e-09	No	No
Q9BUP0	EFHD1	-2.60738281643066	1.23117921983438e-05	No	No
Q9BUQ8	DDX23	-3.44964031995723	4.4757335135500705e-09	No	No
Q9BV36	MLPH	-5.55141294960967	2.11337069246342e-17	No	No
Q9BV40	VAMP8	-6.86182279027087	9.32958540937041e-27	No	No
Q9BV79	MECR	-2.14711842469475	5.43461111335737e-05	No	No
Q9BVL4	SELENOO	-1.92548512132035	0.0001389313243518	No	No
Q9BW92	TARS2	-4.18735263708015	0.0003202668957549	No	No
Q9BWE0	REPIN1	-2.22050968930047	0.0044129966294759	No	No
Q9BWG4	SSBP4	-7.31029818370907	1.7492115401367901e-32	No	No
Q9BWU1	CDK19	-2.25756970586009	7.22828605564562e-07	No	No
Q9BWV1	BOC	-4.69686431319222	0.0001877754550658	No	No
Q9BWV3	CDADC1	-3.59372407531323	2.30542370047857e-12	No	No
Q9BXC9	BBS2	-3.14947289370549	0.0050983130285375	No	No
Q9BXI3	NT5C1A	-2.1190838228861	9.17323676063458e-09	No	No
Q9BXJ3	C1QTNF4	-2.77135001688191	2.7116138418852796e-11	No	No
Q9BXK5	BCL2L13	-2.43651091376051	5.10003302977621e-07	No	No
Q9BXM9	FSD1L	-9.12436629345077	1.34616352990498e-23	No	No
Q9BXS6	NUSAP1	-2.57654418572405	0.0025849105967531	No	No
Q9BXW7	HDHD5	-4.39630505244859	2.46679647361603e-08	No	No
Q9BXX0	EMILIN2	-8.63956541450872	2.00759731285482e-13	No	No
Q9BY41	HDAC8	-4.25365567864609	1.10744726182331e-08	No	No
Q9BY49	PECR	-4.72781897280851	1.45587227704119e-18	No	No
Q9BY50	SEC11C	-3.93133025917005	3.2609730999187697e-12	No	No
Q9BY76	ANGPTL4	-5.50061749359094	2.22322087020426e-08	No	No
Q9BYD1	MRPL13	-3.63687042480784	8.71711432764621e-05	No	No
Q9BYD6	MRPL1	-2.80995125143223	1.7577832019676601e-09	No	No
Q9BYP7	WNK3	-1.94824247830054	0.0036871402410417	No	No
Q9BYX2	TBC1D2	-3.83093506055212	6.47986933809321e-07	No	No
Q9BZC1	CELF4	-4.79742614894452	1.19541236273182e-24	No	No
Q9BZE1	MRPL37	-2.42220167068234	2.6504625120607503e-09	No	No
Q9C0J8	WDR33	-2.16492846947907	0.0052523184716868	No	No
Q9GZT3	SLIRP	-2.88329550425988	2.4458706771642e-08	No	No
Q9GZT4	SRR	-2.08588528672181	3.86218214550777e-08	No	No
Q9H008	LHPP	-3.11981755946139	1.6582543192218e-12	No	No
Q9H019	MTFR1L	-3.08029822109015	1.67570781572503e-09	No	No
Q9H078	CLPB	-2.7327640831482	8.19056783043837e-06	No	No
Q9H0B8	CRISPLD2	-2.31619186680131	3.87798592528698e-05	No	No
Q9H0C3	TMEM117	-2.92898406997744	6.28528935008594e-07	No	No
Q9H0E3	SAP130	-2.74491624381798	2.73353974348972e-08	No	No
Q9H0H0	INTS2	-2.41483958530973	7.30575677809882e-05	No	No
Q9H0Q3	FXYD6	-4.98478511562874	2.62667600248131e-23	No	No
Q9H0R5	GBP3	-6.99245913539719	6.4598459931724e-09	No	No
Q9H0W5	CCDC8	-5.40823350723824	2.31618583379865e-13	No	No
Q9H1J7	WNT5B	-2.19156966207234	4.60173436932709e-06	No	No
Q9H1K1	ISCU	-4.20395962209488	1.6658425060030799e-12	No	No
Q9H1V8	SLC6A17	-8.75737967404315	5.63664477213331e-26	No	No
Q9H1Z9	TSPAN10	-7.64466777554504	2.95859475156893e-21	No	No
Q9H244	P2RY12	-1.89903613086756	0.0071276582895787	No	No
Q9H2B2	SYT4	-2.33712211612985	2.53536071366519e-08	No	No
Q9H2E6	SEMA6A	-4.9522461957291	1.4385897817951602e-23	No	No
Q9H2P0	ADNP	-2.50250924829271	0.0032037595382375	No	No
Q9H2U2	PPA2	-1.92803125465536	0.0002577573969942	No	No
Q9H2W6	MRPL46	-2.49756035958069	0.0003943552447547	No	No
Q9H2X9	SLC12A5	-4.50999278374675	3.01103034432799e-19	No	No
Q9H307	PNN	-2.97068651843934	1.50096097614456e-05	No	No
Q9H336	CRISPLD1	-3.50153643908634	3.55735748140605e-05	No	No
Q9H3P2	NELFA	-5.97903446007511	1.73953219411203e-07	No	No
Q9H477	RBKS	-2.24685629017069	1.2777102145687802e-10	No	No
Q9H479	FN3K	-3.86031887938866	8.933420076307489e-12	No	No
Q9H4B0	OSGEPL1	-2.17917752373541	1.00085419918557e-08	No	No
Q9H4M3	FBXO44	-4.00904790042179	3.49028055022238e-15	No	No
Q9H4Z3	PCIF1	-2.79879836138084	2.92728139474415e-06	No	No
Q9H598	SLC32A1	-2.74994094304501	3.02020581729514e-05	No	No
Q9H5V8	CDCP1	-8.30061444087467	5.2544691738366e-15	No	No
Q9H6B9	EPHX3	-1.96355617722862	2.55236422459305e-06	No	No
Q9H6D3	XKR8	-2.56700689080613	2.48052714239544e-13	No	No
Q9H6L2	TMEM231	-3.04186124322382	7.5658416635469e-13	No	No
Q9H6R3	ACSS3	-1.83289123698112	3.2551857794222e-06	No	No
Q9H6S3	EPS8L2	-6.2411402103322	1.87690612561681e-13	No	No
Q9H765	ASB8	-2.49076885596707	6.05038845980554e-08	No	No
Q9H788	SH2D4A	-7.15316118130148	1.08200437917263e-25	No	No
Q9H7L9	SUDS3	-2.96060681463067	8.54955798064653e-13	No	No
Q9H7U1	CCSER2	-3.39995960846078	0.0025302292352197	No	No
Q9H845	ACAD9	-5.89557195700499	3.95087608891207e-17	No	No
Q9H857	NT5DC2	-5.19640781580875	2.22908160943517e-13	No	No
Q9H867	VCPKMT	-1.92020045527188	0.0036318128651418	No	No
Q9H8H2	DDX31	-4.66573206008014	6.63477322765144e-09	No	No
Q9H8H3	TMT1A	-8.13440862367579	2.4847239306706e-07	No	No
Q9H902	REEP1	-3.85660223583201	1.73476654809482e-05	No	No
Q9H9B1	EHMT1	-4.16269240403663	7.86941793722614e-09	No	No
Q9H9G7	AGO3	-3.21962208449035	8.86845802370155e-12	No	No
Q9H9P8	L2HGDH	-3.63733710983578	0.0008145903974271	No	No
Q9HA72	CALHM2	-3.67186132504974	8.57211304118984e-14	No	No
Q9HA77	CARS2	-5.92621316193013	0.0002337199381324	No	No
Q9HAC7	SUGCT	-2.30658727074725	3.81403912605069e-07	No	No
Q9HAT2	SIAE	-1.8361093076864	3.88343392105249e-05	No	No
Q9HB19	PLEKHA2	-2.45805437149942	2.05229289644677e-11	No	No
Q9HB58	SP110	-5.94949426422101	5.42237806240459e-10	No	No
Q9HB63	NTN4	-2.99246702270711	0.0012608146999499	No	No
Q9HBG4	ATP6V0A4	-3.52595206453681	6.747795789850651e-09	No	No
Q9HBK9	AS3MT	-3.76245668560411	1.82340738257746e-07	No	No
Q9HBL0	TNS1	-4.11896570208676	4.99465264680682e-09	No	No
Q9HBW0	LPAR2	-2.63432099845868	6.52287288545564e-09	No	No
Q9HBW9	ADGRL4	-8.8289808451151	6.23000456578497e-29	No	No
Q9HC16	APOBEC3G	-7.77699654063546	3.41939988766542e-30	No	No
Q9HC35	EML4	-2.28807015160795	9.0972346371869e-11	No	No
Q9HC57	WFDC1	-6.0891872018165	2.1551825327533202e-19	No	No
Q9HC78	ZBTB20	-3.73107089953079	0.0001955244697019	No	No
Q9HCC0	MCCC2	-2.69600090685375	6.84232664779523e-09	No	No
Q9HCE1	MOV10	-1.83028243128326	1.6830699901912298e-11	No	No
Q9HCE6	ARHGEF10L	-4.76840397484717	3.3163943824423503e-15	No	No
Q9HCJ6	VAT1L	-8.83638213731737	1.9718917099126198e-30	No	No
Q9HCM2	PLXNA4	-3.52358793107077	3.3081448619441e-11	No	No
Q9HCS5	EPB41L4A	-6.4946658419847	1.9814505922907002e-10	No	No
Q9HD33	MRPL47	-5.36332292043267	1.4532429788811e-09	No	No
Q9HD67	MYO10	-3.40204803864405	7.22192173893178e-15	No	No
Q9NNW7	TXNRD2	-3.33653359832538	0.0038113376081175	No	No
Q9NP56	PDE7B	-5.78845270583406	1.43522995554008e-06	No	No
Q9NP81	SARS2	-3.94986702193558	9.87124800433227e-07	No	No
Q9NP92	MRPS30	-3.56880150288577	7.49726166818219e-10	No	No
Q9NPI1	BRD7	-1.98483664940822	0.0007889912303909	No	No
Q9NQ29	LUC7L	-2.42305749662855	6.267374968532351e-09	No	No
Q9NQ36	SCUBE2	-3.20313815710173	1.22366437682982e-06	No	No
Q9NQ50	MRPL40	-3.10419030991923	9.88296257193484e-07	No	No
Q9NQ89	FERRY3	-2.19987313074016	0.000137984334263	No	No
Q9NQA3	WASH6P	-1.99876291432412	1.58388199274861e-06	No	No
Q9NQG7	HPS4	-4.76084153017386	6.18968514930138e-11	No	No
Q9NQL2	RRAGD	-2.33284288764497	4.57247358896446e-07	No	No
Q9NQV6	PRDM10	-1.87966257534178	0.0001855108198684	No	No
Q9NQZ2	UTP3	-2.48282425787343	0.0011841548447867	No	No
Q9NQZ5	STARD7	-1.86699601176919	1.41896607529516e-05	No	No
Q9NR22	PRMT8	-3.11893704670142	1.44922498600212e-06	No	No
Q9NR28	DIABLO	-2.40039211643615	3.83163344970665e-06	No	No
Q9NR34	MAN1C1	-3.64513612104621	0.000222324858445	No	No
Q9NR45	NANS	-2.27703029288156	5.0749343944319206e-15	No	No
Q9NRA8	EIF4ENIF1	-2.36971616659397	1.83967999498674e-06	No	No
Q9NRL2	BAZ1A	-2.60910258257302	0.001773779123945	No	No
Q9NRP2	CMC2	-2.63250070118695	5.01345497217219e-07	No	No
Q9NRU3	CNNM1	-5.83058534283666	1.2792170993269199e-11	No	No
Q9NRV9	HEBP1	-2.15264526421741	6.30472338403257e-18	No	No
Q9NRZ7	AGPAT3	-3.61919578611863	1.1800191496591901e-14	No	No
Q9NS75	CYSLTR2	-8.21051879229339	6.08822090210911e-23	No	No
Q9NS84	CHST7	-4.8958733079104	3.16241322839504e-10	No	No
Q9NSD9	FARSB	-1.96492546224793	5.4450023746129894e-12	No	No
Q9NSE4	IARS2	-3.23208180959782	4.41144142825402e-08	No	No
Q9NSK7	C19orf12	-2.25285958094427	0.0002161827172503	No	No
Q9NSU2	TREX1	-3.56093438135987	3.96240217748939e-08	No	No
Q9NSY0	NRBP2	-2.70348002209759	2.5251777930863602e-09	No	No
Q9NSY2	STARD5	-2.52588508955336	5.65100021867673e-08	No	No
Q9NT22	EMILIN3	-3.27519586539801	3.75885457029715e-11	No	No
Q9NTG7	SIRT3	-4.06047753724538	7.33890228667011e-18	No	No
Q9NTI5	PDS5B	-2.62672399684002	0.0001044392856162	No	No
Q9NTJ4	MAN2C1	-2.37094952278205	1.1510922782716601e-09	No	No
Q9NU23	LYRM2	-3.56937054096809	0.000122171199744	No	No
Q9NUB1	ACSS1	-3.91210993937966	4.4678711289176e-12	No	No
Q9NUI1	DECR2	-3.55234816433628	0.0001853482945791	No	No
Q9NUJ1	ABHD10	-3.70060572255282	1.8306463428758602e-09	No	No
Q9NUL5	SHFL	-2.54682549835607	6.43526859275848e-18	No	No
Q9NVA1	UQCC1	-2.60169115620416	1.65255483235931e-06	No	No
Q9NVH0	EXD2	-2.64101750160489	0.0011639790884022	No	No
Q9NVH2	INTS7	-2.42627512684573	2.38916180106687e-05	No	No
Q9NVI7	ATAD3A	-4.39092835028514	1.62889260085538e-06	No	No
Q9NVK5	FGFR1OP2	-3.10963213516282	1.40401996803117e-06	No	No
Q9NVM9	INTS13	-2.53560222286844	0.0025346122754709	No	No
Q9NVR2	INTS10	-2.32791520097301	1.10651005893346e-05	No	No
Q9NVU0	POLR3E	-3.39952686222334	5.29507884898814e-05	No	No
Q9NVV4	MTPAP	-4.48390025373461	1.04832122765711e-10	No	No
Q9NW07	ZNF358	-4.81236017634578	6.34351443369575e-10	No	No
Q9NW82	WDR70	-1.95221461018503	0.0047962809251299	No	No
Q9NWU5	MRPL22	-3.71720888287734	4.15519023688943e-06	No	No
Q9NWY4	HPF1	-2.28034578816634	0.0009446861487045	No	No
Q9NWZ3	IRAK4	-1.93499772367491	2.04157937849981e-12	No	No
Q9NX20	MRPL16	-1.90417183164889	3.53145775674328e-05	No	No
Q9NXB0	MKS1	-5.38248959996831	1.3967757940379e-15	No	No
Q9NXC2	GFOD1	-3.38873281358774	1.07183223452999e-08	No	No
Q9NXF7	DCAF16	-1.9106533543145	8.42749731158271e-06	No	No
Q9NXV6	CDKN2AIP	-2.8722502006596	9.52973217983512e-05	No	No
Q9NY47	CACNA2D2	-7.1357830055931	3.93677729433861e-25	No	No
Q9NYA1	SPHK1	-1.88269446389942	3.9662644538091294e-12	No	No
Q9NYF8	BCLAF1	-1.96777582661479	1.96444394311903e-06	No	No
Q9NYJ7	DLL3	-8.58075574447257	1.5258612125696499e-33	No	No
Q9NYK5	MRPL39	-3.92527690996588	8.19087646632376e-10	No	No
Q9NYK6	EURL	-2.27165335326146	9.44419308014893e-05	No	No
Q9NYQ8	FAT2	-2.5567097369995	0.0001320645568079	No	No
Q9NYV4	CDK12	-3.15060119843353	2.48652916312689e-09	No	No
Q9NYY8	FASTKD2	-4.25772735359016	0.0011607617809071	No	No
Q9NZ94	NLGN3	-2.52516380479942	2.62168869369355e-05	No	No
Q9NZB8	MOCS1	-4.15800531251545	1.4490821725071e-11	No	No
Q9NZE8	MRPL35	-2.99575639865106	3.51800090736083e-06	No	No
Q9NZJ7	MTCH1	-3.47349887982553	3.57541512289246e-09	No	No
Q9P016	THYN1	-2.58350779824172	7.326496023422001e-11	No	No
Q9P0J1	PDP1	-3.4571297654684	2.05218703549514e-11	No	No
Q9P0M6	MACROH2A2	-6.8473194012483	3.99219871169868e-15	No	No
Q9P0M9	MRPL27	-2.12881332591357	0.0003904471047228	No	No
Q9P0N9	TBC1D7	-3.19044792941497	1.90924604066503e-09	No	No
Q9P104	DOK5	-5.71728577394814	1.56087544847483e-17	No	No
Q9P1W3	TMEM63C	-7.13555415038288	3.90716053724041e-27	No	No
Q9P1Y5	CAMSAP3	-5.7830758839681	1.5732435204548602e-15	No	No
Q9P202	WHRN	-2.06740240541021	0.0001031533417641	No	No
Q9P278	FNIP2	-3.03594540962687	0.0004299454220805	No	No
Q9P291	ARMCX1	-4.84426962682511	1.43904879704608e-10	No	No
Q9P2D0	IBTK	-2.2619259220658	0.0014035786595313	No	No
Q9P2K1	CC2D2A	-6.59879502318372	2.6997768487494098e-12	No	No
Q9P2K2	TXNDC16	-3.48614039978481	2.98142607117366e-12	No	No
Q9P2K3	RCOR3	-2.00621955396518	8.97386064856122e-05	No	No
Q9P2K5	MYEF2	-4.36202498615042	2.8124334285955898e-11	No	No
Q9P2M4	TBC1D14	-3.34481006276261	3.32681726294263e-07	No	No
Q9P2N2	ARHGAP28	-2.32362925857144	0.0020587292716485	No	No
Q9P2N5	RBM27	-2.59008237055756	0.0005593997693704	No	No
Q9P2R7	SUCLA2	-3.87484907570972	5.87463605231222e-07	No	No
Q9P2S2	NRXN2	-2.87941485330331	6.55510401620816e-05	No	No
Q9P2U8	SLC17A6	-6.69958768718509	1.15222995383809e-17	No	No
Q9UBB5	MBD2	-4.27138317980096	1.4903298681946e-08	No	No
Q9UBI9	HECA	-2.30541945633185	1.76711449915231e-06	No	No
Q9UBL6	CPNE7	-4.44036850032963	2.03568558264076e-07	No	No
Q9UBL9	P2RX2	-6.07914650002299	3.28891757731473e-12	No	No
Q9UBN6	TNFRSF10D	-9.61169908865039	6.56701187187215e-36	No	No
Q9UBT2	UBA2	-3.08344273100853	1.13116436199265e-14	No	No
Q9UBT6	POLK	-3.12349355815098	0.0059611926768961	No	No
Q9UBU9	NXF1	-4.63973874318143	5.8773426371226e-07	No	No
Q9UBW7	ZMYM2	-3.87267945577747	7.614058751035e-05	No	No
Q9UBW8	COPS7A	-1.87228291564443	3.7866329711185e-14	No	No
Q9UBX3	SLC25A10	-2.38252732461824	5.06708680025684e-12	No	No
Q9UDY4	DNAJB4	-2.69092300079033	1.9163425343882498e-11	No	No
Q9UF11	PLEKHB1	-5.92483101564013	3.6618536869778702e-09	No	No
Q9UFN0	NIPSNAP3A	-4.17178590191143	3.57076503908737e-14	No	No
Q9UFW8	CGGBP1	-3.03640579700656	5.7686763653779e-09	No	No
Q9UGK3	STAP2	-3.46954005085997	1.67332736190416e-06	No	No
Q9UGT4	SUSD2	-7.77690846036298	5.24846961524556e-23	No	No
Q9UH62	ARMCX3	-2.70018992697017	5.66627632507168e-07	No	No
Q9UHB7	AFF4	-1.84862963734865	0.0002332017662097	No	No
Q9UHC6	CNTNAP2	-5.8668662632999	1.50937635367927e-09	No	No
Q9UHG2	PCSK1N	-9.08098638387894	2.20596365307529e-34	No	No
Q9UHI5	SLC7A8	-7.80492981949487	1.80536800834088e-25	No	No
Q9UHQ9	CYB5R1	-2.2284128119859	7.55868470105063e-11	No	No
Q9UHV7	MED13	-2.47040604910652	1.89844182942182e-07	No	No
Q9UI09	NDUFA12	-2.58483794328729	0.005472299289612	No	No
Q9UI17	DMGDH	-4.8900931421562	2.7167993076908802e-09	No	No
Q9UI40	SLC24A2	-4.00515797707991	2.5317218261338402e-09	No	No
Q9UII2	ATP5IF1	-1.99252816772041	0.0047485151622344	No	No
Q9UII4	HERC5	-2.96793998651841	6.93184483813739e-10	No	No
Q9UIJ7	AK3	-2.94305965911728	2.27566334395507e-07	No	No
Q9UIY3	RWDD2A	-2.35355024239931	0.0044010954229995	No	No
Q9UJ04	TSPYL4	-3.60616494837814	0.0014470512866292	No	No
Q9UJA9	ENPP5	-2.26667342321776	3.09078793320528e-13	No	No
Q9UJC3	HOOK1	-3.25958179865874	1.75616961484742e-06	No	No
Q9UK00	C3orf18	-2.00864429639101	0.0004679205513866	No	No
Q9UK17	KCND3	-4.65374062098572	1.1363350645074401e-14	No	No
Q9UK58	CCNL1	-2.1855282750427	9.95380645228655e-06	No	No
Q9UK96	FBXO10	-3.55155302366839	0.0035635716331118	No	No
Q9UKC9	FBXL2	-2.13113387515145	8.34906032329209e-08	No	No
Q9UKJ3	GPATCH8	-4.58321640901697	8.96343238221509e-05	No	No
Q9UKK3	PARP4	-2.36983816127173	7.065879355699119e-11	No	No
Q9UKP4	ADAMTS7	-6.06067234321711	2.70199508748765e-16	No	No
Q9UKP5	ADAMTS6	-5.58403203515173	2.5208375516898803e-15	No	No
Q9UKR5	ERG28	-3.04085845381938	3.10242441869148e-05	No	No
Q9UKU0	ACSL6	-2.92844543464784	4.6307516206592895e-11	No	No
Q9UKU7	ACAD8	-3.47765612785902	0.0006571669622326	No	No
Q9UKU9	ANGPTL2	-3.91975489634637	4.81612270845765e-13	No	No
Q9UKV3	ACIN1	-3.22430685262216	3.4463844865815e-09	No	No
Q9UKZ4	TENM1	-2.8052145302998	3.7860089103256e-05	No	No
Q9UKZ9	PCOLCE2	-3.14943949957488	4.11620567040239e-06	No	No
Q9UL03	INTS6	-2.83822085632693	0.0003838414352545	No	No
Q9UL12	SARDH	-6.91070161151669	1.4407972332877002e-20	No	No
Q9UL18	AGO1	-2.00393866458283	2.4078824255747197e-11	No	No
Q9UL40	ZNF346	-3.72231973951226	2.99350828255289e-07	No	No
Q9ULD0	OGDHL	-5.99145454005242	1.33337468568313e-18	No	No
Q9ULK4	MED23	-2.63789744770198	0.0043496833702366	No	No
Q9ULM0	PLEKHH1	-3.14850551054999	0.0001238275242185	No	No
Q9ULP0	NDRG4	-6.14495165431133	6.28993346010449e-18	No	No
Q9ULR3	PPM1H	-3.0050283404053	2.7450826829609403e-09	No	No
Q9ULU4	ZMYND8	-1.94969093423999	0.0088323622602958	No	No
Q9ULU8	CADPS	-6.7596969384017	3.0928744355778897e-22	No	No
Q9ULX7	CA14	-7.12832971266491	2.8270996670958003e-25	No	No
Q9ULZ3	PYCARD	-6.8236575076466	2.60093670597947e-18	No	No
Q9UMS0	NFU1	-3.60806360147452	5.11066888203307e-13	No	No
Q9UMX9	SLC45A2	-10.5197733760885	5.58680685302311e-31	No	No
Q9UN71	PCDHGB4	-5.11497589662855	8.21548221906967e-15	No	No
Q9UNA0	ADAMTS5	-6.69469588042728	7.337507727776229e-11	No	No
Q9UNA1	ARHGAP26	-4.23480852179289	6.54904732479766e-08	No	No
Q9UNA4	POLI	-2.73621786640429	0.0007873527796865	No	No
Q9UNG2	TNFSF18	-3.31469159689741	3.62867540874685e-05	No	No
Q9UNN8	PROCR	-7.34858323284676	7.337502189614149e-22	No	No
Q9UNP9	PPIE	-3.37804684054877	2.70763286376398e-10	No	No
Q9UPM9	B9D1	-2.77384287042944	8.84738510760703e-08	No	No
