Protein_Group	Genes	Protein_Names	IgG_dox-_Avg_Peptide_Count	IgG_dox+_Avg_Peptide_Count	AURKA_dox-_Avg_Peptide_Count	AURKA_dox+_Avg_Peptide_Count	Species	Intensity_IgG_dox-_BR1_TR1	Intensity_IgG_dox-_BR1_TR2	Intensity_IgG_dox+_BR1_TR1	Intensity_IgG_dox+_BR1_TR2	Intensity_AURKA_dox-_BR1_TR1	Intensity_AURKA_dox-_BR1_TR2	Intensity_AURKA_dox+_BR1_TR1	Intensity_AURKA_dox+_BR1_TR2	Intensity_IgG_dox-_BR2_TR1	Intensity_IgG_dox-_BR2_TR2	Intensity_IgG_dox+_BR2_TR1	Intensity_IgG_dox+_BR2_TR2	Intensity_AURKA_dox-_BR2_TR1	Intensity_AURKA_dox-_BR2_TR2	Intensity_AURKA_dox+_BR2_TR1	Intensity_AURKA_dox+_BR2_TR2	Intensity_IgG_dox-_BR3_TR1	Intensity_IgG_dox-_BR3_TR2	Intensity_IgG_dox+_BR3_TR1	Intensity_IgG_dox+_BR3_TR2	Intensity_AURKA_dox-_BR3_TR1	Intensity_AURKA_dox-_BR3_TR2	Intensity_IgG_dox-_BR4_TR1	Intensity_IgG_dox-_BR4_TR2	Intensity_IgG_dox+_BR4_TR1	Intensity_IgG_dox+_BR4_TR2	Intensity_AURKA_dox-_BR4_TR1	Intensity_AURKA_dox-_BR4_TR2	Intensity_AURKA_dox+_BR4_TR1	Intensity_AURKA_dox+_BR4_TR2
O94967	WDR47	WDR47_HUMAN	24.625	29.125	35.875	35.0	HUMAN	6420256.5	10319124.0	13028161.0	13637396.0	39049704.0	27682774.0	37255532.0	28537190.0	4255181.0	7720845.0	11144979.0	5857926.5	25841330.0	26046544.0	4914783.0	3324008.0	3126561.8	4800603.0	3638475.8	4015060.2	5359010.0	4864052.0	4207058.5	6323898.5	8138928.0	6110088.5	20274082.0	10998120.0	27242454.0	18635324.0
O94972	TRIM37	TRI37_HUMAN	1.375	1.875	2.125	1.6666666666666667	HUMAN	3330.2126	338274.75	29017.158	547822.4	23121.805	12843.703	863825.25	28226.006	247536.45	18850.982	688421.4	401050.97	1415743.6	1322444.4			4820.9746	694038.25	689301.56	16701.234			9322.371	10048.01		556497.1	1409141.9	730623.5	27716.861	26728.621
O94973	AP2A2	AP2A2_HUMAN	18.25	20.625	23.0	25.5	HUMAN	1750417.8	2486811.2	5213038.0	3779443.2	15737330.0	11692629.0	13176339.0	12667319.0	1587273.8	4182928.2	2275228.0	2139484.8	17819156.0	17738816.0	4114359.8	2426174.2	8191378.5	15864460.0	16706235.0	14052476.0	3217370.5	2797577.5	2796633.0	6700045.0	4169298.2	2883137.2	14246266.0	10033346.0	19208410.0	9970136.0
O94979	SEC31A	SC31A_HUMAN	21.25	21.5	27.0	22.333333333333332	HUMAN	6577894.0	11098613.0	8266744.0	9244661.0	16010729.0	11206322.0	10963422.0	12482873.0	4036955.0	8438907.0	4834365.5	4527618.5	30069568.0	27505394.0	3587154.5	2794942.5	4579073.5	8816739.0	14971547.0	14672469.0	6587825.0	5113325.5	4944247.5	12180368.0	5382580.5	3888674.5	14823367.0	9717809.0	16738784.0	8944186.0
O94986	CEP152	CE152_HUMAN	78.5	87.625	12.25	7.5	HUMAN	78720090.0	114161070.0	291951650.0	223839630.0	3848498.2	1944362.8	1309791.2	2437492.2	63361360.0	83846660.0	168796700.0	52371630.0	3330432.2	2819645.2	130958.17		12965705.0	105580870.0	80295050.0	71215670.0	449650.8	244214.38	21169364.0	128913016.0	119823570.0	36467784.0	2120419.2	7749071.5	1963239.2	1300978.2
O94991	SLITRK5	SLIK5_HUMAN	0.125	0.0	0.0	0.0	HUMAN																		129153.38												
O94992	HEXIM1	HEXI1_HUMAN	2.875	3.375	7.875	11.0	HUMAN		244144.47	762731.25	591211.75	1672376.2	925164.6	2253834.2	3080782.5	160751.9	232268.0	176994.73	236466.44	1926896.5	1773161.8	1330067.2	685328.1	197249.62	434423.7	437426.2	286558.78	549161.75	430549.5	10148.98	429015.25	479836.12	159191.98	1483299.2	1530678.6	4232874.5	2558952.5
O95057	DIRAS1	DIRA1_HUMAN	0.125	0.25	0.25	0.8333333333333334	HUMAN	5636.7324						2943.1768	9750.943					4437.773			4312.887			5326.0576							2011.3915	4475.526		1974.2675	2071.2983
O95059	RPP14	RPP14_HUMAN	1.125	1.25	2.5	2.8333333333333335	HUMAN	40019.414		40988.793	17890.027	133137.12	160113.45	330812.56	175306.08	38864.453	121785.47		41221.63	342060.53	186653.05	104738.484	88700.0	51414.96	101444.36	175743.62	110155.22	131266.1	84896.766	63498.344	48088.773	28794.93	27106.553	461054.44	226050.75	335400.53	332119.94
O95067	CCNB2	CCNB2_HUMAN	0.125	0.875	4.625	3.8333333333333335	HUMAN			4138.1562		1539842.2	1190602.5	1241029.1	107243.984					2411366.0	1466313.1	379364.44	24847.754		13904.093	9883.728	19033.191	848664.94	26970.848			19719.73		1212547.5	97817.3	1480331.5	55870.562
O95070	YIF1A	YIF1A_HUMAN	0.125	1.0	2.0	1.8333333333333333	HUMAN		11045.504	21603.193	28920.145	34859.39	18355.648	44185.812	15695.428					64030.453	94957.46	11538.736	8880.332			51652.42	13888.715	18972.656				11262.7295	25930.156	59621.695	21292.244	73785.67	55781.59
O95071	UBR5	UBR5_HUMAN	18.125	21.625	18.125	18.5	HUMAN	872694.1	1212442.6	3135012.5	2403162.8	3195792.8	1724020.4	3777025.5	9293752.0	682584.56	1475505.4	1569830.5	816708.5	3862124.0	3315825.2	499030.9	45028.746	696728.2	2145479.2	5062503.0	2841996.2	170911.11	110513.92	684221.06	1529298.5	1841614.8	2309449.0	790163.5	1903858.9	4116726.0	2265485.8
O95084	PRSS23	PRS23_HUMAN	1.875	2.375	7.375	7.0	HUMAN		8163.676	133409.47	8224.98	1357352.6	1053789.9	1701854.2	1887446.6		429364.78		4776.7427	4600445.5	1036849.2	296540.6	56287.29	20064.525	324574.38	700335.2	467391.72	829534.8	820010.56	10480.7	364291.9		25567.852	2498029.0	737172.44	3371594.5	1650953.8
O95104	SCAF4	SCAF4_HUMAN	1.375	0.625	1.875	1.8333333333333333	HUMAN	3161.3347	284326.88		83058.24	1097037.9	567507.56	1006216.1	1264241.8	448731.72	678725.0	15164.445		1416808.6	1238610.0				186742.73	746633.25					577884.2			725301.75	679426.06	1229137.6	754022.9
O95139	NDUFB6	NDUB6_HUMAN	0.125	0.0	0.875	0.5	HUMAN	105123.234						3091.288	2207.1663					402286.94	1072029.5							321078.03									176400.1
O95140	MFN2	MFN2_HUMAN	8.875	10.625	8.125	8.0	HUMAN	413855.44	777867.56	1691303.6	899582.3	561089.1	175748.47	1442466.1	386667.78	205992.03	695439.9	181980.95	220043.06	517989.3	1780200.2	62036.83	13211.743	546439.44	334862.47	1765972.8	1095291.5	30787.434	55145.195	487947.38	677783.2	1013197.9	787083.44	451637.4	212167.67	1025127.7	383982.88
O95147	DUSP14	DUS14_HUMAN	0.25	0.25	0.75	0.5	HUMAN		78264.25	43545.082			34381.68				26420.87			148064.4	158125.48											38086.406		45372.715		108014.945	24387.137
O95155	UBE4B	UBE4B_HUMAN	0.5	0.75	2.375	1.6666666666666667	HUMAN		1434.2933	57099.73	5534.5264	9257.777	8088.243	8153.9263	2255.4517	63585.605				91534.72	117228.26				1890.7915	1067198.9					1461.551		962.0076	4317.3936	894018.75	7318.2915	1105335.6
O95159	ZFPL1	ZFPL1_HUMAN	1.75	1.25	2.25	2.1666666666666665	HUMAN	85464.41	228400.64	241156.28	276724.62	514859.4	531087.2	530979.3	465009.25	79752.3	350013.6	167820.22	136565.78	578574.7	52473.266			100565.17	328767.56	281806.75	122201.85	183357.98	119164.4	116655.22	71114.88	193421.45		476152.28	436498.6	494910.4	328748.5
O95163	ELP1	ELP1_HUMAN	11.75	16.5	16.5	15.833333333333334	HUMAN	215117.22	932239.56	1026694.0	1121141.5	1457260.4	1072656.5	1583974.4	1355503.2	315020.5	674592.5	490167.88	235872.03	1738770.5	3098738.0	490307.44	27826.05	604054.06	1517721.1	2683513.2	2094593.6	330470.78	235251.92	669590.75	733949.9	1098638.0	888721.44	1823834.0	882193.75	2032922.0	1783445.8
O95166	GABARAP	GBRAP_HUMAN	0.25	0.25	0.375	0.16666666666666666	HUMAN		30762.133	18840.969							10262.722			54204.6	38216.504						26017.742								30937.99		31240.234
O95168	NDUFB4	NDUB4_HUMAN	4.625	4.25	4.875	4.166666666666667	HUMAN	360669.03	669111.7	723002.75	717977.4	1211030.0	960198.44	1145597.0	805086.0	382922.3	641855.5	619822.8	483560.25	3970571.5	3450821.8	411537.56	249902.1	387427.0	705708.75	1928705.0	1224609.0	443725.34	390511.9	370761.88	633441.4	842541.4	369218.38	1422908.8	1038976.9	1667897.9	1056260.8
O95169	NDUFB8	NDUB8_HUMAN	0.75	0.625	1.5	0.8333333333333334	HUMAN		14865.558	35237.848	31444.975	38952.42	8660.246	34921.344		20506.08		8824.927	23801.184	801720.94	615413.8	41342.207		13980.895	39001.61			26857.918		52731.35				91920.5		53122.43	48609.062
O95171	SCEL	SCEL_HUMAN	0.0	0.25	1.125	0.8333333333333334	HUMAN						31557.385		31283.303			41769.867		309781.06	416590.25							11373.968							27528.98	50408.008	36383.797
O95178	NDUFB2	NDUB2_HUMAN	0.125	0.0	0.25	0.0	HUMAN										62416.062			549872.75	288297.0																
O95182	NDUFA7	NDUA7_HUMAN	0.875	0.75	3.75	2.3333333333333335	HUMAN	33019.72	76921.67	72764.69		291907.75		889.70624	79810.97		64515.49			745284.75	588439.5	74777.31	583.63		3427.6162	76069.96		6964.456	6087.877		76933.0	226052.84	41536.707	304260.5	184480.62	420067.06	183471.28
O95183	VAMP5	VAMP5_HUMAN	1.0	0.625	0.5	0.16666666666666666	HUMAN	151991.25					172052.0				286916.9	107479.74				136945.75		170245.4	2690172.0	36336.273	639322.7		3367.559			193832.8			4856.6816		
O95197	RTN3	RTN3_HUMAN	2.75	1.875	3.375	4.0	HUMAN	154181.1	321388.9	135040.56	187941.06	936968.0	308899.2	767883.44	288411.34	97701.02	417006.38	137545.67	15663.126	3208294.2	2853239.2	149011.03	17641.996	146048.97	360675.3	387679.97	234894.98	22482.87	39449.953	63903.164	264236.3	131189.14	17095.973	328048.78	276697.88	768343.1	567826.7
O95199	RCBTB2	RCBT2_HUMAN	5.5	6.5	1.0	0.6666666666666666	HUMAN	1699570.2	3397800.8	2999126.5	2428934.0	18894.895	23945.256	21196.074		1100902.9	3392174.5	3957000.0	2891163.2	14721.431	15834.49			17771.393	867359.9	124362.41	1202011.5	6517.334	176757.05	866095.3	1726830.4	3158365.2	2825464.0	13756.455	431390.78	26298.791	26127.291
O95202	LETM1	LETM1_HUMAN	3.125	2.875	6.875	4.0	HUMAN	49687.445	724445.5	610342.9	108695.66	322511.0	1311840.2	590554.94	290139.7	273207.34	438031.2	87897.17	20364.314	7025121.5	8234412.5			149359.42	359088.25	502370.84	252074.08		8559.529	96521.125	228348.56	146034.05	53831.848	1616426.1	125433.375	856153.56	1223950.2
O95210	STBD1	STBD1_HUMAN	0.5	0.625	1.125	1.5	HUMAN					2637.4705	5226.4473	7102.835	13181.919	5792.934	2298.9531	2972.8425	3071.2708		19610.71	2434.2554	3588.8145		3541.68	3703.9634	4475.538	5724.4277					2882.7239	10534.715	7195.708	13250.34	9003.463
O95218	ZRANB2	ZRAB2_HUMAN	0.0	0.0	0.25	0.16666666666666666	HUMAN					3138.551																							2297.5732	4088.2935	
O95219	SNX4	SNX4_HUMAN	2.125	1.625	3.75	3.0	HUMAN	249474.84	373521.62	11776.451	118892.29	481013.12	15974.591	483286.62	663422.75	141320.8	293879.97	5401.544	161405.88	855474.5	786914.75	3039.342		252129.05	518759.28	294178.9	12099.794	186793.08			157429.17	147067.11	42968.96	519064.75	96035.92	124843.39	319817.7
O95229	ZWINT	ZWINT_HUMAN	1.0	0.5	3.25	3.3333333333333335	HUMAN	2901.729	221469.92			342353.94	354996.56	341217.62	455511.16	7010.659	460713.47	4159.2603	2838.0	791338.2	768846.06	319182.38	464590.3	3000.9355		7031.517		11608.112	329740.47	5095.628			2167.935	464508.34	444858.72	565377.25	442298.44
O95232	LUC7L3	LC7L3_HUMAN	3.25	3.375	9.5	8.333333333333334	HUMAN	108118.8	133846.39	251184.22	106224.67	5392819.0	1201598.4	2491856.5	2279994.0	555440.3	1239133.5	121285.65	232661.33	3749400.0	5070150.5	939851.5	397170.38	73351.305	408437.28	824526.9	892265.1	1968447.9	1690114.1	36746.074	169652.77	239136.44	231566.58	6437608.0	1992513.5	2268393.2	2906622.0
O95235	KIF20A	KI20A_HUMAN	9.25	7.25	16.125	15.0	HUMAN	68417.81	1589047.8	287424.84	180428.6	3512946.5	2075358.6	4465497.5	3471181.0	1967167.1	3492762.5	105224.12	112562.62	3885488.5	6018397.5	106306.305	62971.324	1256078.5	3400420.8	3605628.2	3762695.8	1244925.5	1270765.6	1454644.1	1802077.2	163177.56	27342.729	5985778.0	3770623.8	4681128.0	2364116.2
O95239	KIF4A	KIF4A_HUMAN	31.125	34.625	24.625	21.833333333333332	HUMAN	3728501.0	5545825.5	8118311.5	6890194.0	3648038.5	2942776.2	3630656.8	3099106.8	3165841.0	4498665.0	4276126.0	3760897.5	4537976.5	4636977.5	772501.3	256719.64	3066169.2	5504095.0	8623300.0	5920220.5	1257117.9	473884.4	3377069.8	5059019.5	5740588.5	3105191.0	3542868.0	2605248.0	4215048.0	2437396.0
O95243	MBD4	MBD4_HUMAN	0.125	0.25	2.5	2.1666666666666665	HUMAN					170489.94	216759.47	969434.8	319959.8					334258.25	127260.91				2624.736	138670.36	3711.3467	210103.81						112170.08	259866.75	673946.94	753061.25
O95248	SBF1	MTMR5_HUMAN	18.75	20.875	25.5	26.0	HUMAN	5283811.0	747456.44	22678398.0	4613813.5	4361848.5	3920137.0	5103315.0	2517319.0	269618.97	1256607.0	748090.94	803001.0	3539756.5	5691704.5	109232.016	222324.53	2391963.8	9707834.0	2560515.8	7836734.0	1573461.8	791762.5	7345432.0	1123081.1	908281.9	513640.88	6027225.0	3525600.0	6004131.5	3896923.0
O95249	GOSR1	GOSR1_HUMAN	0.0	0.0	0.375	0.3333333333333333	HUMAN							49471.504						363128.06	52723.645		57799.63														
O95251	KAT7	KAT7_HUMAN	2.375	0.625	4.125	1.6666666666666667	HUMAN	43049.086	29641.623	70980.23		127939.11	175130.1	118002.08	89691.76	154415.42	253851.08			560395.0	985786.1			52116.46	30295.117	102857.68	629.64105	80584.664	42481.598	5501.08	74361.375			524319.5	86696.516	100325.734	113032.31
O95271	TNKS	TNKS1_HUMAN	0.5	0.5	2.0	4.166666666666667	HUMAN			35345.258		784256.9	44935.15	196335.64	152581.6					155620.28	29903.453	5849.4443	5444.5713		13488.153	244483.17	13639.887			1037.5465	60075.324		4211.952	22426.205	134166.34	244889.52	213490.11
O95274	LYPD3	LYPD3_HUMAN	1.125	1.25	2.875	0.3333333333333333	HUMAN	117464.21	116140.8	97748.12			256225.62					137980.36	188111.7	19084510.0	17655616.0						513076.53	38161.977		226565.27	97688.32	146978.17	118935.09	67060.555	121955.34	72281.0	135218.73
O95292	VAPB	VAPB_HUMAN	10.25	9.625	12.25	10.166666666666666	HUMAN	1268536.9	1777803.5	2261084.2	2138785.2	4645029.0	2920549.5	4184632.2	3951479.8	1540718.2	2555752.0	1765741.9	939012.25	5165032.0	6662916.0	1260870.6	730131.0	1786741.5	2671531.5	3980047.5	4898202.5	1531772.1	1065215.6	1140696.4	1967149.5	1587038.2	1257123.5	3710736.0	2748048.0	4042432.0	2694354.2
O95294	RASAL1	RASL1_HUMAN	0.125	0.0	0.125	0.3333333333333333	HUMAN						91282.31									37294.684			45120.543												66174.77
O95295	SNAPIN	SNAPN_HUMAN	1.125	1.875	4.375	3.1666666666666665	HUMAN		3618.2322	59091.11	60998.387	37665.176	145693.75	32145.021	18737.234	2542.4124	8202.041	39715.8		136433.31	101180.2	19709.236	11394.211	9532.043	13167.033	27954.688	1425.759	117730.07	6358.8223	3502.2073	5896.9355	13440.053	30839.467	101729.05	60487.977	171605.94	71990.12
O95297	MPZL1	MPZL1_HUMAN	1.875	1.625	2.375	2.6666666666666665	HUMAN	32904.676	217857.55	343820.53	193553.22	200975.75	22924.834	218632.45	385909.78	60907.977	5749.897	74023.66	199766.45	232169.81	43009.22	37628.438		20240.387	165526.33	48874.906	232732.3	150120.69	19125.31	31329.672	101489.53		54128.93	238974.62	119739.78	480120.3	171991.81
O95298	NDUFC2	NDUC2_HUMAN	0.75	1.25	2.125	1.6666666666666667	HUMAN	63473.434	117575.516	146133.45	115261.48	95745.375	113582.34	207149.03	176975.4		135678.02		112003.44	1088100.5	1041727.0		55972.273			167230.45	157577.22	34273.074	101726.234	67589.32	121104.06		86048.8	216890.62	175789.36	334436.78	121809.445
O95299	NDUFA10	NDUAA_HUMAN	12.0	13.125	12.875	16.0	HUMAN	2909502.5	4892629.5	7334640.5	7729465.0	6357696.5	6230048.0	24675098.0	21492288.0	1987870.4	4051115.5	5346644.5	6697066.0	5358756.5	9554301.0	7749129.5	6060933.0	1579100.8	4245977.0	5664963.0	5170832.0	1974710.0	1731981.4	1814499.0	3777712.0	3841227.2	3641717.8	7375735.0	6290509.5	18977528.0	15536680.0
O95302	FKBP9	FKBP9_HUMAN	2.125	2.125	2.125	2.0	HUMAN	34975.02	111779.61	264193.56	67396.83	131924.66	124857.375	172382.1	180212.53	56867.242	167663.45	54654.18	46146.812	142190.3	385647.88		15035.293	35764.074	145958.88	206076.88	159578.44	29211.95		32321.979	155446.39	52201.133	25709.223	224355.88	142869.03	228598.11	156875.16
O95336	PGLS	6PGL_HUMAN	3.375	3.375	3.5	3.3333333333333335	HUMAN	26395.55	142771.12	174964.11	46112.766	66288.64	14267.935	101817.6	138482.8	84784.766	313622.7	110663.7	57973.0	284494.47	496304.38	5330.9253		29839.006	142658.44	86358.59	78196.24	93669.875	91438.414	55821.88	104284.25	63268.113	105202.25	167792.67	151675.64	250272.88	68148.8
O95340	PAPSS2	PAPS2_HUMAN	25.25	26.375	24.625	25.333333333333332	HUMAN	5655810.0	9722144.0	13266508.0	12505700.0	11843734.0	9098519.0	15612893.0	13536592.0	5968319.0	10814459.0	8458988.0	4383917.0	18283606.0	20895218.0	2364550.2	1566120.5	3014139.0	6806780.0	5594707.0	6533855.0	1431863.2	1200077.8	4269189.5	7234100.5	7175403.0	5716323.5	10318634.0	7153819.0	10338771.0	7801410.0
O95343	SIX3	SIX3_HUMAN	2.5	2.875	5.875	4.5	HUMAN	81037.44	145221.25	348781.03	880200.25	2181697.2	1515433.2	2312967.2	2228922.0	279192.62	270025.56			1268288.9	2182855.5	328582.72		127979.08	800006.06	476339.16	902560.0	660823.25	426617.72	149358.2	117111.36	172190.2	195228.95	1461931.5	807658.4	1931561.1	1657846.5
O95347	SMC2	SMC2_HUMAN	44.5	45.375	48.75	44.0	HUMAN	5500499.5	8504117.0	10197996.0	7707684.5	12743937.0	30776518.0	13407579.0	12756993.0	6157910.0	10012204.0	5097771.5	5303631.5	38697470.0	18072228.0	1905894.0	2035088.1	6048373.5	12306562.0	18456376.0	13925824.0	4186360.2	3299499.2	3808756.0	7584742.5	6193914.5	5451237.0	12617571.0	10292320.0	16006453.0	12549526.0
O95352	ATG7	ATG7_HUMAN	1.625	2.5	1.75	2.5	HUMAN	16783.16	20832.025	794077.6	20348.299	20318.82	20030.348	44675.227	648489.2	5957.8193	14965.122	649458.3	19241.129	1638141.8	649346.1	6826.191	8514.122	1091.6699	24025.598	14557.9375	65501.945	3020.455		10530.26	23247.78	91724.94	58792.35	32005.184		645270.6	35171.395
O95359	TACC2	TACC2_HUMAN	1.625	1.375	1.625	1.3333333333333333	HUMAN		236559.62	137843.28	5288.829	65453.492	39978.875	20864.328	13529.713	56803.71	146915.5	92402.31	54762.336	261400.88	173688.56			64463.38	22611.693	20706.787	59878.26		70118.75		59183.61					94688.93	12033.738
O95361	TRIM16	TRI16_HUMAN	2.875	2.0	2.625	2.0	HUMAN	30992.887	37794.766	111299.81	34059.625	38908.36	75064.69	3784.5703	85184.266	25875.926	75301.9	9235.069	2640.2603	405219.53	443478.88	19239.342		26083.533	150314.22	23300.416	20513.213	2388.4802		12402.716	66742.164	63540.773	8973.244	90493.016		93752.914	24445.303
O95363	FARS2	SYFM_HUMAN	1.0	1.625	5.625	6.833333333333333	HUMAN	12651.038	52924.777	59066.75	87106.24	1724184.2	1572530.1	1954197.5	1810662.6	99470.02	212416.1	123918.375	56079.668	729424.0	1405790.4	242440.12	201694.73		151023.56	536389.4	376372.88	183173.14	161988.47	47152.137	217997.16	153481.36	70543.57	1957914.4	1211412.5	1706160.8	1557789.1
O95365	ZBTB7A	ZBT7A_HUMAN	0.25	0.5	1.625	1.1666666666666667	HUMAN				8916.045	39750.066	23381.707	44196.61	34031.867		18289.02			24082.5	27185.434					6813.578	10983.928				26615.072			17660.773	20928.94	46511.38	20534.941
O95372	LYPLA2	LYPA2_HUMAN	4.125	4.125	4.0	5.166666666666667	HUMAN	1250649.2	2099055.0	3118396.0	3080687.8	1568635.4	1308932.0	1682737.9	1885284.1	413883.47	1556704.6	1692503.4	874763.9	1725301.5	1657213.5	824525.2	393511.16	1124891.6	2077139.6	1274739.5	1436459.9	712174.4	828210.9	952224.56	1994488.6	1409184.6	856540.3	2336335.8	1121680.4	3506890.8	1656988.8
O95373	IPO7	IPO7_HUMAN	6.25	6.5	8.25	7.0	HUMAN	24577736.0	641969.56	558521.6	26733444.0	45981788.0	1118201.0	1379137.1	1004017.0	45402988.0	1152946.6	437013.84	333323.88	3761741.2	4128925.0	327326.34	115756.33	48678260.0	1110792.4	46448130.0	1370163.4	375803.94	506251.0	29556626.0	683625.2	424658.94	483094.8	1397451.9	879399.6	38234596.0	69426050.0
O95376	ARIH2	ARI2_HUMAN	0.125	0.125	0.5	0.3333333333333333	HUMAN					2432.822								16578.324	2670.9346						2854.4702	3268.921			2349.9543					3169.3777	6967.426
O95382	MAP3K6	M3K6_HUMAN	1.625	1.75	1.875	1.8333333333333333	HUMAN	141909.78	236122.84	788812.25	716815.8	164370.16	121176.06	275104.12	455439.28	52682.953	71066.45	6134.867		493804.97	104935.44	60899.715	5107.6016		110093.94	146926.81					66459.95	72648.84	9396.134	168425.9	75126.16	192482.28	11143.52
O95391	SLU7	SLU7_HUMAN	2.875	2.25	10.5	10.5	HUMAN	9117.395	93055.2	58198.023	96961.46	1056226.6	581383.2	1169775.4	1114020.1	80573.17	400916.2	48768.492	86231.1	939900.9	1198533.5	230587.22	211418.7	24171.598	123121.21	169981.31	58948.574	396013.8	359044.2	164225.61	190531.72	25585.492	75188.27	1258406.2	977589.94	1194359.5	759513.3
O95394	PGM3	AGM1_HUMAN	13.25	14.75	10.0	11.0	HUMAN	5236893.5	10068327.0	15287248.0	13282647.0	5632853.5	3547695.5	7041499.5	4361656.5	3660102.0	7061154.0	6230576.0	4668135.5	4629705.0	5055763.5	1601927.4	624813.1	2751943.0	5511053.0	7084555.5	5766083.0	1045265.6	1084870.2	3846739.0	7381082.5	7638063.0	5080129.0	5719915.0	2692740.5	7826052.0	3159800.8
O95396	MOCS3	MOCS3_HUMAN	1.375	2.0	1.25	0.5	HUMAN	5001.1357		154215.14	75463.12	51804.742	6323.008		4023.632	1455.6118	70059.49	322390.12	2191.8599	10735.007	8400.058			3184.0078	1558.346	2298.4033	37648.66			27261.918	4197.5293	2686.935	1319.3064	2807.8938			4307.1074
O95400	CD2BP2	CD2B2_HUMAN	5.125	7.125	8.125	7.166666666666667	HUMAN	1037968.0	1757381.2	2983390.8	2393513.0	3906468.5	3112318.2	4162180.0	3979161.8	1098324.6	2416476.2	2128689.5	1474492.5	3689951.2	4256730.0	1361700.5	793586.9	567895.6	1481364.5	1323680.5	1127162.6	1111455.9	1086960.2	940239.56	1648155.1	1821240.5	1501773.4	4616187.0	2936125.5	4069351.5	2599923.5
O95402	MED26	MED26_HUMAN	0.5	0.125	1.0	0.8333333333333334	HUMAN	4378.7007			8601.488	3689.7502	1838.6348	7813.481						8513.7295	7573.7593	2504.6968		4536.739				2950.5137	4325.532	1190.5874	6524.199			8590.415		17541.406	7581.3164
O95405	ZFYVE9	ZFYV9_HUMAN	0.25	0.375	0.375	0.8333333333333334	HUMAN			9462.244	22610.48	22271.264	6844.7715	18335.502	20969.766	8917.986	8984.742			17724.64			5466.8677				5216.7886									15848.031	19092.883
O95425	SVIL	SVIL_HUMAN	99.25	70.375	54.0	27.5	HUMAN	2675891.5	3511663.5	6204102.5	3497283.0	6847973.0	6008678.0	10155381.0	7818091.0	11908082.0	19999864.0	5098027.0	5216766.5	25603348.0	27510178.0	685675.4	578279.44	397818940.0	736161660.0	1072914050.0	905971100.0	53639736.0	41283388.0	105977950.0	199759920.0	10935001.0	9533533.0	9827508.0	5460096.5	13291591.0	7330282.5
O95429	BAG4	BAG4_HUMAN	1.75	2.0	7.0	11.333333333333334	HUMAN			207322.6	207104.61	788417.7	813523.56	1646369.1	2421858.5	36480.934	177412.84	119286.055	46164.664	1091353.9	1045420.06	951199.94	718777.75	87345.03	310616.72	194360.52	269739.38	138964.84	510721.3	139998.31	184799.25	2329.0083	77666.72	957869.4	661109.2	3109522.0	1346778.8
O95433	AHSA1	AHSA1_HUMAN	16.25	19.5	18.125	18.0	HUMAN	4279068.0	9505649.0	19411648.0	14310324.0	10695942.0	9308668.0	11696988.0	11845029.0	5717321.0	11058729.0	9966070.0	7588604.0	18684360.0	18534516.0	4500517.0	2784067.0	6421457.5	10697380.0	14279905.0	13733409.0	4647145.0	3369583.5	5846027.0	10814178.0	11844879.0	7453574.5	13549230.0	9453368.0	15911836.0	8665468.0
O95445	APOM	APOM_HUMAN	0.375	0.625	1.0	1.0	HUMAN				33228.977	373428.53	811758.0	604229.9	391917.62				44500.984	379169.28	708642.9	365884.3	395705.16	31223.334	86394.54	49915.96	65756.95	337566.8	566454.25		25572.848	185996.75		1045778.56	827619.7	664701.7	380776.2
O95453	PARN	PARN_HUMAN	12.25	8.5	30.375	31.5	HUMAN	1709389.5	1372996.8	464824.38	3928167.5	21349096.0	12952145.0	47439052.0	45499748.0	3475648.0	9382109.0	817596.56	775321.56	25128852.0	21322508.0	9742043.0	3953259.0	413889.0	2016612.9	3940942.0	1551263.2	10707070.0	10565224.0	725546.94	3570382.0	1377702.6	915497.56	35822780.0	28318554.0	43739748.0	27772968.0
O95456	PSMG1	PSMG1_HUMAN	1.0	0.75	1.375	2.0	HUMAN		5263.0786			99005.22	91007.336	120380.28	140857.67	80991.51	56424.188	12775.578		210354.06	420250.12	225185.23	75904.13	69931.51	166555.44	142176.77	152907.28			56896.285	130982.6	74151.195	6034.375	311446.06	70882.75	275126.97	184691.89
O95466	FMNL1	FMNL1_HUMAN	5.25	4.625	3.25	2.8333333333333335	HUMAN	58976.06	566913.4	596796.9	241388.38	1493877.8	127130.49	127105.97	463084.5	507412.6	1110078.0	612394.0	44619.867	344218.8	763529.06	32539.549	99201.78	578338.3	2965579.0	1070932.5	901497.9	38973.117	664413.1	265623.8	667513.4	150462.38	100367.086	117011.95	57446.418	1330172.5	47376.438
O95470	SGPL1	SGPL1_HUMAN	9.375	11.875	17.5	17.666666666666668	HUMAN	574056.2	1464420.0	2137158.5	1462930.0	4961206.5	3583407.8	4820536.0	5437127.0	612987.0	1721457.2	665113.7	719225.4	6344219.5	8079333.0	772720.1	488058.44	884592.5	1570180.4	2367603.8	2535057.2	1141999.6	582495.6	504602.62	1353371.1	1657636.5	470988.06	5691950.0	4010687.0	6821139.5	5262434.5
