Protein_Group	Genes	SK-Mel-147_vs_HIM-ST_logFC	SK-Mel-147_vs_HIM-ST_pval	Removed?	Contaminant?
Q99424	ACOX2	-7.29746331868012	1.58492728229978e-21	No	No
Q99442	SEC62	-2.93827394081854	1.62062423184875e-12	No	No
Q99496	RNF2	-3.46711043841556	6.3242494280549e-06	No	No
Q99500	S1PR3	-6.01143217586348	7.72948776678754e-24	No	No
Q99504	EYA3	-3.0972474363908	0.0003131016484542	No	No
Q99536	VAT1	-3.15802170935104	4.63310317787597e-22	No	No
Q99542	MMP19	-4.93075958836502	2.46590783512055e-10	No	No
Q99571	P2RX4	-4.26978077183524	2.1636722002188397e-18	No	No
Q99572	P2RX7	-9.00002023796647	2.33363677771283e-16	No	No
Q99574	SERPINI1	-10.0149258075044	1.4233841059729499e-30	No	No
Q99611	SEPHS2	-4.31812514786158	2.72739946694467e-09	No	No
Q99689	FEZ1	-5.04585818481455	1.838109468507e-11	No	No
Q99698	LYST	-6.0864695628162	1.22581657874804e-14	No	No
Q99714	HSD17B10	-2.83548699736315	6.6730336557103e-11	No	No
Q99758	ABCA3	-4.58161027924933	7.55402859748078e-10	No	No
Q99766	DMAC2L	-3.936786638238	3.43506581666899e-13	No	No
Q99788	CMKLR1	-7.80330747696179	3.76731883765179e-20	No	No
Q99797	MIPEP	-3.49444499192831	5.27436731628859e-06	No	No
Q99798	ACO2	-5.49460100236919	1.1567491971691402e-15	No	No
Q99944	EGFL8	-3.66821088436251	5.5651090095886e-08	No	No
Q99988	GDF15	-9.06063639730902	2.98210730196343e-15	No	No
Q9BPU6	DPYSL5	-8.22340048798504	5.334347812128379e-16	No	No
Q9BPW8	NIPSNAP1	-4.81678154183776	4.82074297327971e-13	No	No
Q9BPX6	MICU1	-5.35102710722198	3.95350425588739e-13	No	No
Q9BQ39	DDX50	-2.72774061039462	8.655509380782381e-09	No	No
Q9BQA9	CYBC1	-6.20997857182408	1.9249051454066e-05	No	No
Q9BQI0	AIF1L	-7.99562830980905	5.16066350023362e-08	No	No
Q9BQI5	SGIP1	-3.2729582527031	3.59191301629809e-13	No	No
Q9BQP7	MGME1	-7.09899299842914	3.44012202247946e-20	No	No
Q9BR01	SULT4A1	-8.2844201091919	7.85356458993525e-29	No	No
Q9BR61	ACBD6	-2.85337512386817	5.44515900552432e-08	No	No
Q9BRC7	PLCD4	-6.68060995094447	4.49803364140933e-06	No	No
Q9BRD0	BUD13	-2.90519481680941	2.39802998921702e-06	No	No
Q9BRX8	PRXL2A	-4.26963526547177	6.73654467599691e-13	No	No
Q9BS40	LXN	-4.79226760764639	2.31828939059761e-16	No	No
Q9BS91	SLC35A5	-2.87737113165472	2.20123119096324e-13	No	No
Q9BSA4	TTYH2	-3.96637644127876	3.88768793906578e-22	No	No
Q9BSA9	TMEM175	-4.15853841884562	9.135839907479239e-11	No	No
Q9BSF0	C2orf88	-6.29626810506364	8.28424396758582e-26	No	No
Q9BSH4	TACO1	-4.54543016587791	1.4264295496635402e-09	No	No
Q9BSH5	HDHD3	-4.281242147006	2.02112120792757e-10	No	No
Q9BSV6	TSEN34	-3.4044370205175	0.0004627951405601	No	No
Q9BSW7	SYT17	-7.46517023099783	3.4911772741657203e-25	No	No
Q9BT22	ALG1	-5.05673271227321	1.74338665852719e-08	No	No
Q9BTA0	FAM167B	-5.34587591273897	4.69604146079189e-24	No	No
Q9BTA9	WAC	-3.91965132035252	9.37320161119492e-06	No	No
Q9BTC0	DIDO1	-4.22563858586281	0.0004467101984063	No	No
Q9BTC8	MTA3	-4.07968873444375	1.40881592735246e-08	No	No
Q9BTD3	TMEM121	-3.91512659015014	1.16210862807927e-14	No	No
Q9BTD8	RBM42	-3.33278527994118	8.24912083841467e-08	No	No
Q9BTZ2	DHRS4	-3.12851410697834	2.36798956777177e-08	No	No
Q9BUB7	TMEM70	-3.16898753114551	3.42157075664948e-17	No	No
Q9BUD6	SPON2	-2.59294027280641	4.13815494966728e-09	No	No
Q9BUF7	CRB3	-4.66536226109424	2.05535287912277e-20	No	No
Q9BUL9	RPP25	-4.11579588005971	2.3270760317205796e-11	No	No
Q9BUP0	EFHD1	-4.99421581548189	4.7591578024901594e-11	No	No
Q9BUQ8	DDX23	-4.3300160078005	2.92167428763712e-11	No	No
Q9BUT1	BDH2	-3.11641233058436	1.51100168523931e-16	No	No
Q9BV36	MLPH	-2.96129616493715	1.64100805621506e-10	No	No
Q9BV40	VAMP8	-10.7338526456045	1.8656746271980601e-32	No	No
Q9BVJ6	UTP14A	-4.24650003887569	6.73417239650532e-08	No	No
Q9BVL4	SELENOO	-5.43079781494516	3.27253557857835e-13	No	No
Q9BVV7	TIMM21	-2.80781230130455	8.09273178168539e-16	No	No
Q9BW83	IFT27	-4.20080975590052	1.5721865893603401e-15	No	No
Q9BW92	TARS2	-3.88956636552915	0.0007050984475281	No	No
Q9BWE0	REPIN1	-5.18888861321071	5.45900482984098e-08	No	No
Q9BWM7	SFXN3	-4.69660005659213	2.9910880096872995e-12	No	No
Q9BWU1	CDK19	-4.0100798945686	4.2847672382948694e-12	No	No
Q9BWW8	APOL6	-4.49314881561839	1.19659954738399e-13	No	No
Q9BXC9	BBS2	-7.25988854750153	1.00980906014721e-07	No	No
Q9BXD5	NPL	-4.72396532976014	1.23599949220738e-19	No	No
Q9BXI3	NT5C1A	-3.1968398237521	8.099359994695619e-13	No	No
Q9BXJ3	C1QTNF4	-5.04146166748584	5.6473788811775796e-18	No	No
Q9BXJ8	TMEM120A	-4.64602835839681	9.53485640292259e-19	No	No
Q9BXM9	FSD1L	-4.99858294908896	2.71437234719852e-16	No	No
Q9BXP2	SLC12A9	-2.62302631528137	1.2585643813018399e-11	No	No
Q9BXS6	NUSAP1	-2.63549678334879	0.0021245560919751	No	No
Q9BXS9	SLC26A6	-2.6076250075813	2.3478423059437103e-19	No	No
Q9BXW7	HDHD5	-3.76147041772556	4.56522425652493e-07	No	No
Q9BXX0	EMILIN2	-4.54438080036469	2.67837702306748e-07	No	No
Q9BY49	PECR	-3.93224983131231	2.21098882819126e-16	No	No
Q9BY50	SEC11C	-4.13042861045517	9.74999807850289e-13	No	No
Q9BY76	ANGPTL4	-4.22528122033552	2.5865343006735e-06	No	No
Q9BYC9	MRPL20	-2.7337174813241	1.4499895105864e-10	No	No
Q9BYD1	MRPL13	-2.69858116349096	0.0021131979267149	No	No
Q9BYD3	MRPL4	-2.92343999265555	2.94817426810694e-07	No	No
Q9BYX4	IFIH1	-5.044171232753	8.70243220046678e-08	No	No
Q9BZC1	CELF4	-4.00185700744832	2.1958363384149097e-22	No	No
Q9BZC7	ABCA2	-4.04013201552672	2.56097407278708e-13	No	No
Q9BZF9	UACA	-2.82305659523122	3.4070306251867695e-11	No	No
Q9BZQ6	EDEM3	-4.548112538789	2.69275858745402e-12	No	No
Q9BZZ5	API5	-3.1546868792822	5.14164846328196e-13	No	No
Q9C040	TRIM2	-3.69123407560937	5.9340030676534e-17	No	No
Q9C0D0	PHACTR1	-8.10568463121097	2.14604462867413e-28	No	No
Q9C0D3	ZYG11B	-3.41744937918002	1.4003188375863002e-10	No	No
Q9C0E8	LNPK	-3.99950461803543	7.46258143174234e-10	No	No
Q9C0J8	WDR33	-2.81552218957936	0.0004842621869892	No	No
Q9GZP9	DERL2	-6.02419127999779	8.07670411512379e-14	No	No
Q9GZR2	REXO4	-2.93809714179724	5.25632241737156e-05	No	No
Q9GZS1	POLR1E	-2.99843953051943	7.36631502616389e-07	No	No
Q9GZT4	SRR	-2.99016476534296	1.5911111872907297e-11	No	No
Q9GZU1	MCOLN1	-3.95295114635988	6.84277333937717e-17	No	No
Q9GZY8	MFF	-2.66173478977735	2.37018711528043e-05	No	No
Q9H008	LHPP	-7.60306180850379	5.650308833677541e-23	No	No
Q9H019	MTFR1L	-3.07152948669966	1.7809697879683602e-09	No	No
Q9H078	CLPB	-4.55288380994438	5.97291914626476e-10	No	No
Q9H0E3	SAP130	-2.83669532884057	1.42043507255111e-08	No	No
Q9H0Q3	FXYD6	-4.18921597413254	3.75442261790608e-21	No	No
Q9H0R5	GBP3	-2.74439669014533	0.0037468663752831	No	No
Q9H0T7	RAB17	-5.73156926242787	4.91659906109281e-20	No	No
Q9H0U3	MAGT1	-3.49652319904901	9.305474553939511e-14	No	No
Q9H0W5	CCDC8	-7.72817151582379	1.9504894163705902e-17	No	No
Q9H173	SIL1	-3.21187613096061	5.11434899219348e-07	No	No
Q9H1B5	XYLT2	-2.72296545531923	0.0006357286806486	No	No
Q9H1B7	IRF2BPL	-6.31857122268121	2.77974335608583e-10	No	No
Q9H1E5	TMX4	-2.58402910022364	3.88367885229139e-12	No	No
Q9H1K1	ISCU	-3.38217662170123	2.72991683252697e-10	No	No
Q9H1V8	SLC6A17	-2.9624686785155	5.311209783751069e-13	No	No
Q9H1Z4	WDR13	-3.1142095740892	2.5708945846532797e-12	No	No
Q9H1Z9	TSPAN10	-7.02002664135406	3.2847036229949996e-20	No	No
Q9H237	PORCN	-4.04012302496301	3.42945154985824e-16	No	No
Q9H2B2	SYT4	-3.8326252326586	3.58621335980013e-13	No	No
Q9H2E6	SEMA6A	-6.77699517911838	1.60954142115309e-27	No	No
Q9H2I8	LRMDA	-4.67532896518391	5.19988824329005e-16	No	No
Q9H2P0	ADNP	-3.47397465247483	0.0001108993687126	No	No
Q9H2U2	PPA2	-4.07708295349267	9.60224603417261e-10	No	No
Q9H2V7	SPNS1	-3.80432802030542	5.63688435048474e-14	No	No
Q9H2X9	SLC12A5	-7.690973343452	7.25531618063175e-26	No	No
Q9H307	PNN	-2.88510540804279	2.28067423974475e-05	No	No
Q9H3P2	NELFA	-7.26616668036478	3.74880917949708e-09	No	No
Q9H410	DSN1	-6.33973210237533	0.0024762412091832	No	No
Q9H477	RBKS	-2.88046412967752	3.3682880534532e-13	No	No
Q9H479	FN3K	-4.05554160665109	2.72498674973839e-12	No	No
Q9H488	POFUT1	-4.32928855579692	8.27576264484064e-14	No	No
Q9H490	PIGU	-6.84691283763156	7.54969255312087e-06	No	No
Q9H4A5	GOLPH3L	-2.68863114866781	3.7936706594231704e-14	No	No
Q9H4B0	OSGEPL1	-3.30371538445105	7.97191992350725e-13	No	No
Q9H4M7	PLEKHA4	-4.93707755059001	7.071195015886021e-21	No	No
Q9H4Z3	PCIF1	-4.38159851665649	5.49769069423896e-10	No	No
Q9H5Q4	TFB2M	-3.44778526417095	2.07350933870745e-07	No	No
Q9H5V8	CDCP1	-7.82733683335202	2.41148644191427e-14	No	No
Q9H6S3	EPS8L2	-2.68969627194116	7.08807944215075e-06	No	No
Q9H788	SH2D4A	-3.8531700654457	4.62181679682206e-18	No	No
Q9H7N4	SCAF1	-3.16342125566288	0.0020657028926074	No	No
Q9H7P9	PLEKHG2	-2.70062989350243	0.0008711888989666	No	No
Q9H7U1	CCSER2	-2.93045765799983	0.0080106630930735	No	No
Q9H7Z3	NRDE2	-2.88207771442711	3.38264374693477e-06	No	No
Q9H845	ACAD9	-5.11839629554228	1.7420295488758402e-15	No	No
Q9H857	NT5DC2	-3.41267086679635	3.8146222695647704e-09	No	No
Q9H8H2	DDX31	-4.79857152930119	3.7040180937533103e-09	No	No
Q9H8H3	TMT1A	-6.06790621152725	2.72516619821964e-05	No	No
Q9H902	REEP1	-3.06103309433582	0.000329465618924	No	No
Q9H903	MTHFD2L	-3.80628797905652	5.01823280220628e-07	No	No
Q9H9B4	SFXN1	-3.37608248004342	3.350279351313e-07	No	No
Q9H9F9	ACTR5	-4.02353440737551	0.000150890568145	No	No
Q9H9P8	L2HGDH	-4.25799291280138	0.0001424546364137	No	No
Q9HA72	CALHM2	-2.74916585233869	9.436546219335539e-11	No	No
Q9HAC7	SUGCT	-4.87935187556804	2.18472411155055e-14	No	No
Q9HAN9	NMNAT1	-3.1485769349923	2.84850045959958e-06	No	No
Q9HAT2	SIAE	-3.50250775733582	3.30587016073805e-10	No	No
Q9HAT8	PELI2	-3.53840986226436	8.73956770570334e-16	No	No
Q9HAU0	PLEKHA5	-3.212905779288	6.581316205167401e-24	No	No
Q9HB40	SCPEP1	-3.04892704221646	1.21863700507703e-11	No	No
Q9HB90	RRAGC	-3.24566171503694	1.34924218015354e-19	No	No
Q9HBG4	ATP6V0A4	-5.27458991233636	6.88581491616795e-13	No	No
Q9HBK9	AS3MT	-3.2405714256518	2.41445860167476e-06	No	No
Q9HBL0	TNS1	-5.41309842383399	1.1216523905867899e-11	No	No
Q9HBM6	TAF9B	-4.342084116264	9.57156866201671e-05	No	No
Q9HBR0	SLC38A10	-3.2663645825483	0.0003056507835093	No	No
Q9HBW0	LPAR2	-6.8203257071993	3.15893527876518e-19	No	No
Q9HC36	MRM3	-4.29701649510757	4.47937891057455e-05	No	No
Q9HC57	WFDC1	-5.2936180603203	1.03370048762017e-17	No	No
Q9HCD5	NCOA5	-3.37523295665239	2.21450141113959e-11	No	No
Q9HCE0	EPG5	-3.78249348676643	6.63561322781368e-17	No	No
Q9HCS5	EPB41L4A	-3.53541055855563	1.66491545382126e-05	No	No
Q9HD20	ATP13A1	-3.84378364602562	1.35924792983106e-12	No	No
Q9HD33	MRPL47	-5.42627410684446	1.13033309332477e-09	No	No
Q9HD67	MYO10	-3.21804697529583	3.0459961728324203e-14	No	No
Q9NNW7	TXNRD2	-3.73707776376219	0.0014283708139956	No	No
Q9NP56	PDE7B	-4.99288356433786	1.44651153021537e-05	No	No
Q9NP78	ABCB9	-4.09505333670936	1.54313929841485e-15	No	No
Q9NP81	SARS2	-4.22739937704186	3.01038934894661e-07	No	No
Q9NPA3	MID1IP1	-5.98230156931458	1.29399844034926e-09	No	No
Q9NPE3	NOP10	-2.63008275126004	0.0094613200647516	No	No
Q9NPF2	CHST11	-2.65013685314857	1.75016265965052e-09	No	No
Q9NPH0	ACP6	-7.01299433102299	3.3404795910473602e-15	No	No
Q9NPH2	ISYNA1	-2.71628424122317	1.80327576181782e-11	No	No
Q9NPJ3	ACOT13	-3.08607242832479	3.82127409565063e-09	No	No
Q9NQ11	ATP13A2	-5.24034712501082	1.5639787443545e-13	No	No
Q9NQ36	SCUBE2	-3.18264238363485	1.362841715401e-06	No	No
Q9NQC1	JADE2	-3.05536047241478	3.83449230117726e-06	No	No
Q9NQG1	MANBAL	-3.29274511177593	6.988346925212e-05	No	No
Q9NQG5	RPRD1B	-2.59536671270467	2.99615127255514e-08	No	No
Q9NQG7	HPS4	-3.84849286020993	6.472497798114771e-09	No	No
Q9NQL2	RRAGD	-6.14042675089483	8.8847767141588e-17	No	No
Q9NQQ7	SLC35C2	-3.08860341778152	1.2220245658698199e-11	No	No
Q9NQV6	PRDM10	-3.00875415745425	1.48158311809903e-07	No	No
Q9NQX7	ITM2C	-3.82719431015436	6.44629309948073e-23	No	No
Q9NR45	NANS	-2.74187411965567	3.57159559240588e-17	No	No
Q9NRA2	SLC17A5	-2.84925034281128	1.13703636961488e-14	No	No
Q9NRD1	FBXO6	-4.2595064440859	1.92864426841007e-05	No	No
Q9NRF8	CTPS2	-3.03551459052427	3.58315019902933e-13	No	No
Q9NRI5	DISC1	-5.61229720494678	0.000175521657795	No	No
Q9NRP2	CMC2	-2.76879498773903	2.02939158187226e-07	No	No
Q9NRZ7	AGPAT3	-3.7511217079564	4.64164621253617e-15	No	No
Q9NS15	LTBP3	-4.34075874491659	8.97897395548649e-05	No	No
Q9NS68	TNFRSF19	-8.62862067242281	3.27683447807836e-27	No	No
Q9NS75	CYSLTR2	-13.1159750022805	7.57720636958738e-29	No	No
Q9NS84	CHST7	-3.55862373046317	2.07434631895839e-07	No	No
Q9NSD9	FARSB	-2.87830992999437	3.20470153865283e-16	No	No
Q9NSE4	IARS2	-6.70914273247837	1.72853879639776e-15	No	No
Q9NSK0	KLC4	-2.64925727011347	4.56684468249612e-09	No	No
Q9NSY0	NRBP2	-3.68140143252413	2.17970933904849e-12	No	No
Q9NT22	EMILIN3	-3.13196522535242	1.05229231700379e-10	No	No
Q9NTG7	SIRT3	-3.26490839574918	2.5871877635323102e-15	No	No
Q9NTI5	PDS5B	-5.57489102841092	1.66251252607839e-10	No	No
Q9NTJ4	MAN2C1	-2.9903505194268	5.72320996834278e-12	No	No
Q9NTU7	CBLN4	-3.01507763769017	0.0005442619078696	No	No
Q9NU23	LYRM2	-4.12464172214453	1.78042316497917e-05	No	No
Q9NUB1	ACSS1	-8.30850367753576	9.07495558657286e-21	No	No
Q9NUI1	DECR2	-2.75109977376322	0.0024884525532616	No	No
Q9NUJ1	ABHD10	-4.73320048764053	6.8686723478806395e-12	No	No
Q9NUS5	AP5S1	-2.70147439753891	3.08757078584955e-05	No	No
Q9NV29	TMEM100	-4.43975975849699	1.2266121565764298e-22	No	No
Q9NV66	TYW1	-4.50529060901752	4.71706895348198e-11	No	No
Q9NVA1	UQCC1	-5.28136352203828	5.39318018288563e-13	No	No
Q9NVC6	MED17	-3.13202475342607	0.0016388105652267	No	No
Q9NVH1	DNAJC11	-6.61436242109269	4.8721092773457e-06	No	No
Q9NVH2	INTS7	-5.59628619729197	1.70646266639247e-12	No	No
Q9NVI7	ATAD3A	-6.03422749923699	4.15871663525029e-09	No	No
Q9NVM9	INTS13	-4.62576190965678	1.38583534971579e-06	No	No
Q9NVR2	INTS10	-4.99288337102008	2.7375607478943398e-12	No	No
Q9NVV4	MTPAP	-5.601607930943	5.16632363465155e-13	No	No
Q9NW07	ZNF358	-5.43241598129465	4.1135215197465496e-11	No	No
Q9NW13	RBM28	-3.9630525037133	8.26683981490279e-05	No	No
Q9NW15	ANO10	-3.88912721273433	1.81384587706984e-12	No	No
Q9NWB7	IFT57	-3.99748759946799	1.3112842067026799e-12	No	No
Q9NWH9	SLTM	-5.78677514677815	0.0001217663687929	No	No
Q9NWS8	RMND1	-3.49579207235972	3.5608858161547803e-09	No	No
Q9NX14	NDUFB11	-3.21411730105128	8.92655118121831e-18	No	No
Q9NXG2	THUMPD1	-3.0445637670896	1.4822459569039498e-12	No	No
Q9NXV6	CDKN2AIP	-6.72561975685591	1.4464421738421699e-11	No	No
Q9NY47	CACNA2D2	-10.012242953088	2.01693963979624e-29	No	No
Q9NYJ7	DLL3	-7.78518660297637	2.6895615374317e-32	No	No
Q9NYK5	MRPL39	-3.18749133223928	5.85459717454431e-08	No	No
Q9NYL2	MAP3K20	-2.98467613810231	1.59917120947426e-07	No	No
Q9NYQ6	CELSR1	-3.20131767450484	4.42776357130602e-05	No	No
Q9NYQ8	FAT2	-3.28027424052488	4.05296077232629e-06	No	No
Q9NYU1	UGGT2	-6.05513328440704	3.01874491536397e-12	No	No
Q9NYV4	CDK12	-6.56781001116211	3.45147352241771e-17	No	No
Q9NYY8	FASTKD2	-3.36288109671396	0.0080916167776389	No	No
Q9NZ08	ERAP1	-2.93665746763716	3.42702012684576e-11	No	No
Q9NZ43	USE1	-4.10452116490251	4.0031544088912805e-20	No	No
Q9NZB8	MOCS1	-3.36243617101924	1.7405643779300501e-09	No	No
Q9NZJ7	MTCH1	-2.74725965133556	3.42187633868403e-07	No	No
Q9NZV5	SELENON	-2.92022034884672	0.0026673554373382	No	No
Q9P0M2	AKAP7	-3.97550171947516	1.0599564048501399e-13	No	No
Q9P0N9	TBC1D7	-2.69358618205862	5.8954193348466e-08	No	No
Q9P0S9	TMEM14C	-2.76194609458391	1.33136007066891e-12	No	No
Q9P0U4	CXXC1	-3.27727460984676	1.96700166019436e-09	No	No
Q9P104	DOK5	-5.49631179270244	4.5618527811961e-17	No	No
Q9P1Q0	VPS54	-2.75028266400464	3.87552233174875e-07	No	No
Q9P1T7	MDFIC	-3.5940136806747	5.93500164614236e-08	No	No
Q9P1W3	TMEM63C	-6.33998500888669	1.21836883221823e-25	No	No
Q9P1Y5	CAMSAP3	-4.9875067424719	7.3300835141702e-14	No	No
Q9P278	FNIP2	-3.17851671357068	0.0002579469339726	No	No
Q9P291	ARMCX1	-3.30379724314041	3.47873100243547e-07	No	No
Q9P299	COPZ2	-2.80183233261972	4.766587645033731e-09	No	No
Q9P2D0	IBTK	-4.39802862831878	1.40524375245311e-07	No	No
Q9P2E5	CHPF2	-3.50849865911525	2.73723275211945e-06	No	No
Q9P2E7	PCDH10	-2.61022260909409	0.0009867351151688	No	No
Q9P2E9	RRBP1	-4.7052819294076	3.29730484882141e-17	No	No
Q9P2F8	SIPA1L2	-2.81973099769786	7.59444238716321e-07	No	No
Q9P2H3	IFT80	-4.42985073204457	4.60828850144754e-05	No	No
Q9P2K1	CC2D2A	-3.04719685515858	1.26465284030215e-05	No	No
Q9P2K3	RCOR3	-3.08605488082827	1.0287927195589e-07	No	No
Q9P2K5	MYEF2	-4.75835220409402	3.55295686932439e-12	No	No
Q9P2M4	TBC1D14	-2.96078686841532	2.65311272900694e-06	No	No
Q9P2N2	ARHGAP28	-4.23123529409401	9.55222651025298e-07	No	No
Q9P2R7	SUCLA2	-3.29887600695379	8.07520620964883e-06	No	No
Q9P2S2	NRXN2	-3.81948852008652	9.42066246522966e-07	No	No
Q9P2U8	SLC17A6	-5.90401854568888	3.52119918693693e-16	No	No
Q9UBB5	MBD2	-3.02471160165958	6.78652086277469e-06	No	No
Q9UBD5	ORC3	-3.6182935220901	0.0044891030363971	No	No
Q9UBL3	ASH2L	-4.13044807136736	6.46864734951525e-14	No	No
Q9UBL6	CPNE7	-5.82843250920929	8.69766615593852e-10	No	No
Q9UBL9	P2RX2	-5.28357735852679	8.9578433645599e-11	No	No
Q9UBN6	TNFRSF10D	-8.81612994715419	8.44409391024881e-35	No	No
Q9UBR2	CTSZ	-2.86366649619977	4.3732727239450595e-12	No	No
Q9UBS4	DNAJB11	-3.21232714745299	1.37995989608457e-08	No	No
Q9UBT2	UBA2	-3.95995237434473	1.42819689888649e-17	No	No
Q9UBU9	NXF1	-5.25635542773939	5.98857049439335e-08	No	No
Q9UBV2	SEL1L	-4.21647767124092	1.1336869674204299e-16	No	No
Q9UBW8	COPS7A	-2.87428506673321	3.78498838484644e-19	No	No
Q9UBX3	SLC25A10	-4.6671409987408	1.0203696506821601e-19	No	No
Q9UDR5	AASS	-4.13220872216679	2.58012160899362e-07	No	No
Q9UDX3	SEC14L4	-3.91245496415508	4.50008157100385e-14	No	No
Q9UEG4	ZNF629	-8.34737457600308	4.52648002555677e-08	No	No
Q9UEY8	ADD3	-2.94493174213618	1.7844757119673e-19	No	No
Q9UFN0	NIPSNAP3A	-4.10179073437351	5.5061815020234404e-14	No	No
Q9UFW8	CGGBP1	-2.83117640229941	2.37677054769399e-08	No	No
Q9UGM6	WARS2	-5.49351145023602	5.18091031571833e-13	No	No
Q9UGP8	SEC63	-4.78739996051316	8.43463122123981e-16	No	No
Q9UGQ3	SLC2A6	-5.75509546153229	5.34106697082037e-21	No	No
Q9UGT4	SUSD2	-3.38403954040649	3.64680287804085e-13	No	No
Q9UH03	SEPTIN3	-7.10971802410065	4.79855998801545e-26	No	No
Q9UH62	ARMCX3	-3.11052898331961	4.16878292086241e-08	No	No
Q9UHC6	CNTNAP2	-5.0712971218037	3.01593257465052e-08	No	No
Q9UHD8	SEPTIN9	-2.58492385658003	1.0267794687912999e-23	No	No
Q9UHF1	EGFL7	-8.42677111210022	1.0797934465264e-16	No	No
Q9UHG2	PCSK1N	-8.28541724238273	3.3036991253194096e-33	No	No
Q9UHI5	SLC7A8	-3.88913463193095	6.26452761384503e-17	No	No
Q9UHQ9	CYB5R1	-2.58508070539756	2.25042129421425e-12	No	No
Q9UI17	DMGDH	-3.92996804951303	2.02509928833955e-07	No	No
Q9UI40	SLC24A2	-3.20958883558371	2.00748537909254e-07	No	No
Q9UII2	ATP5IF1	-6.91176427496274	1.33031625011557e-11	No	No
Q9UII4	HERC5	-9.60136027387038	2.8868886436713303e-23	No	No
Q9UIJ7	AK3	-5.8194394432928	5.9062232606254e-14	No	No
Q9UJC3	HOOK1	-5.85903028263912	1.1347219009473899e-11	No	No
Q9UJF2	RASAL2	-4.25622291097473	2.38446186909445e-17	No	No
Q9UJH8	METRN	-5.01819630857338	3.41656064809972e-06	No	No
Q9UJJ9	GNPTG	-2.72081304892749	1.52638210487458e-06	No	No
Q9UJS0	SLC25A13	-4.90957574263177	7.91278305650523e-10	No	No
Q9UJV8	PURG	-5.61822256517997	9.48368472271723e-16	No	No
Q9UK17	KCND3	-3.85817147948952	1.30038736069205e-12	No	No
Q9UK59	DBR1	-3.57223841970906	6.50368994457203e-10	No	No
Q9UK61	TASOR	-5.72468712380716	8.19385367381963e-08	No	No
Q9UKE5	TNIK	-2.66824663939811	7.427727265947051e-17	No	No
Q9UKJ3	GPATCH8	-5.2924267909907	1.25432413524503e-05	No	No
Q9UKP4	ADAMTS7	-5.26510320172092	1.10780225896979e-14	No	No
Q9UKP5	ADAMTS6	-4.08354499711608	6.743137918353e-12	No	No
Q9UKU0	ACSL6	-2.95783562743245	3.67279133324449e-11	No	No
Q9UKU9	ANGPTL2	-2.73667541938417	2.0092550871014102e-09	No	No
Q9UKV3	ACIN1	-3.81988402337112	8.329421048253689e-11	No	No
Q9UKX5	ITGA11	-2.80670118584971	4.4658067380589e-09	No	No
Q9UKX7	NUP50	-3.5850814775831	5.89642087825085e-08	No	No
Q9UKZ9	PCOLCE2	-5.27362335338645	1.98324939532207e-10	No	No
Q9UL03	INTS6	-2.97256930054346	0.0002278769370954	No	No
Q9UL12	SARDH	-3.54079891134613	8.4765437436125e-13	No	No
Q9ULD0	OGDHL	-6.62172618854866	8.22944676037625e-20	No	No
Q9ULD2	MTUS1	-3.76481905650707	1.86506541223788e-06	No	No
Q9ULG6	CCPG1	-3.84702252473757	1.89323894527716e-08	No	No
Q9ULK4	MED23	-3.62570290816413	0.0001979499677663	No	No
Q9ULK5	VANGL2	-4.32505521443066	2.70928465852661e-12	No	No
Q9ULM0	PLEKHH1	-2.84265788476577	0.00040467061147	No	No
Q9ULQ1	TPCN1	-2.75257451743032	2.39585128707194e-16	No	No
Q9ULR3	PPM1H	-6.78243979526563	4.4700028521984794e-18	No	No
Q9ULU4	ZMYND8	-3.74540877145837	8.10045167518629e-06	No	No
Q9ULU8	CADPS	-5.825880212849	2.09753510202722e-20	No	No
Q9ULX6	AKAP8L	-3.17295587516424	0.0009030491350387	No	No
Q9ULX7	CA14	-7.96137806045324	1.1390329599217499e-26	No	No
Q9ULZ3	PYCARD	-5.22971147851107	3.3863764674325503e-15	No	No
Q9UM73	ALK	-6.17698151658777	1.16975940181238e-17	No	No
Q9UMS0	NFU1	-2.57812516583201	1.2874466584064e-09	No	No
Q9UMW8	USP18	-4.56948823289781	1.42223633265699e-07	No	No
Q9UMX9	SLC45A2	-9.72420423459231	5.634157834674349e-30	No	No
Q9UN71	PCDHGB4	-4.31940675513235	6.06539224744047e-13	No	No
Q9UNA0	ADAMTS5	-4.19622951312734	9.06969969251903e-07	No	No
Q9UNA1	ARHGAP26	-3.23411143504928	6.78807797924459e-06	No	No
Q9UNA4	POLI	-2.60295082251472	0.0012823672768404	No	No
Q9UNH6	SNX7	-3.317714958477	5.59315213052313e-08	No	No
Q9UNP4	ST3GAL5	-6.55725263140228	2.32913863859765e-24	No	No
Q9UNP9	PPIE	-3.61467155142626	5.82184543291245e-11	No	No
Q9UNW1	MINPP1	-3.34137972676841	9.6149064692662e-09	No	No
Q9UPN4	CEP131	-4.39154047468217	2.69062450475602e-06	No	No
Q9UPN9	TRIM33	-3.87609238699257	0.0001409876310126	No	No
Q9UPP2	IQSEC3	-3.8760174537729	1.32444891054568e-14	No	No
Q9UPQ7	PDZRN3	-2.86851642260614	3.17273516238465e-10	No	No
Q9UPR5	SLC8A2	-9.65213706812275	2.28887141418204e-26	No	No
Q9UPT6	MAPK8IP3	-3.88598074609379	1.13114360254656e-12	No	No
